InventoryConsignmentOwnerKey,ConsignmentOwnerCode,SupplierKey,CustomerKey,ConsignmentOwnerName,OwnershipStartDate,RequiresSegregation,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
224,ICO000224,454,369,Harper Adams,2020-08-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d89aadbab5c65066bfd2701045d27c05d89aadbab5c65066bfd2701045d27c05
225,ICO000225,239,10,Alex Chen,2020-08-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97b7fb4560b45733a0d00a72353311a197b7fb4560b45733a0d00a72353311a1
226,ICO000226,91,135,Casey Garcia,2020-08-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de7bd28b9a2522382805aa416f80dbe1de7bd28b9a2522382805aa416f80dbe
227,ICO000227,444,223,Alex Evans,2020-08-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e79a6bc05f153aaa5afc1c72574126f2e79a6bc05f153aaa5afc1c72574126f
228,ICO000228,90,139,Taylor Bennett,2020-08-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac0b7b02cfe58218a4bb03aa2bbc77acac0b7b02cfe58218a4bb03aa2bbc77a
229,ICO000229,425,169,Harper Adams,2020-08-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,536d28dc2f5256afbde80da3dbb27efb536d28dc2f5256afbde80da3dbb27efb
230,ICO000230,159,408,Alex Evans,2020-08-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2929240473852fe9e82d2263252c6f3a2929240473852fe9e82d2263252c6f3
231,ICO000231,84,21,Devon Patel,2020-08-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d99ecb61af0b577a93783568d4ed7685d99ecb61af0b577a93783568d4ed7685
232,ICO000232,479,461,Casey Hughes,2020-08-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1b0957b477a502d8057ee7cd3411184a1b0957b477a502d8057ee7cd3411184
233,ICO000233,446,497,Emerson Patel,2020-08-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66242d3011d05045af521de73e47813566242d3011d05045af521de73e478135
234,ICO000234,391,359,Taylor Garcia,2020-08-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,200a81ade88253898e381e3f9c0ccd5b200a81ade88253898e381e3f9c0ccd5b
235,ICO000235,297,443,Emerson Martin,2020-08-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b968d511cf465f2fb5888838d8563000b968d511cf465f2fb5888838d8563000
236,ICO000236,416,2,Devon Garcia,2020-08-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,041af34dca8a5e30a32a7edb591aa731041af34dca8a5e30a32a7edb591aa731
237,ICO000237,427,126,Jordan Garcia,2020-08-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,407ddcd442335f1e92b3261f0761f9db407ddcd442335f1e92b3261f0761f9db
238,ICO000238,-1,-1,Taylor Singh,2020-08-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b15ce3ada65513da11fc60ac3b3a8a71b15ce3ada65513da11fc60ac3b3a8a7
239,ICO000239,424,329,Jordan Khan,2020-08-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2dcf6feaa695847a55c405b0a14ac1af2dcf6feaa695847a55c405b0a14ac1a
240,ICO000240,444,391,Jordan Evans,2020-08-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1192d998eafa502e8578d8bdc46502da1192d998eafa502e8578d8bdc46502da
241,ICO000241,67,226,Taylor Diaz,2020-08-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80b58f8ed1b256c19c7c89f7e3c0235180b58f8ed1b256c19c7c89f7e3c02351
242,ICO000242,334,343,Jordan Hughes,2020-08-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e72d77e205d596ea45552263f2e0bd19e72d77e205d596ea45552263f2e0bd1
243,ICO000243,358,394,Alex Reed,2020-08-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b84a25831b16567c896594b9f3577559b84a25831b16567c896594b9f3577559
244,ICO000244,103,22,Quinn Evans,2020-09-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,435d74bc0e8a52ccaf8a60fc22bed1f5435d74bc0e8a52ccaf8a60fc22bed1f5
245,ICO000245,499,68,Alex Hughes,2020-09-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44af0a3445645125bc54b199acc498f444af0a3445645125bc54b199acc498f4
246,ICO000246,110,471,Morgan Bennett,2020-09-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,694f81745e805d00947e85cd4f66b97e694f81745e805d00947e85cd4f66b97e
247,ICO000247,415,23,Riley Singh,2020-09-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69b4eb317da75477918be380a8d6825669b4eb317da75477918be380a8d68256
248,ICO000248,145,337,Morgan Patel,2020-09-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8f0234eceb457979aa5adad4ba3ca93a8f0234eceb457979aa5adad4ba3ca93
249,ICO000249,285,255,Alex Khan,2020-09-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c2f529b527757e59158c9d6d752acf27c2f529b527757e59158c9d6d752acf2
250,ICO000250,70,7,Harper Khan,2020-09-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e682e832e8945949aa369ab5fbd6217ee682e832e8945949aa369ab5fbd6217e
251,ICO000251,275,414,Taylor Singh,2020-09-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0010338b32275dac81bf1c7bda21caa70010338b32275dac81bf1c7bda21caa7
252,ICO000252,91,439,Harper Bennett,2020-09-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceaec0bacb3752538b0b4f8de74383e0ceaec0bacb3752538b0b4f8de74383e0
253,ICO000253,189,287,Taylor Diaz,2020-09-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc3ecefe80e45aa6a0b647f722b92b5edc3ecefe80e45aa6a0b647f722b92b5e
254,ICO000254,452,444,Quinn Garcia,2020-09-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,692ce8f2566f59b58a56675bcf02e6ca692ce8f2566f59b58a56675bcf02e6ca
255,ICO000255,-1,-1,Harper Evans,2020-09-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8459fe6bee25baa9b77ecdc9b902753b8459fe6bee25baa9b77ecdc9b902753
256,ICO000256,429,303,Morgan Singh,2020-09-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f011fa9bb2495a388d0cea011e199daef011fa9bb2495a388d0cea011e199dae
257,ICO000257,7,421,Harper Hughes,2020-09-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40877d1ce53b50c0b6a9042ed0ee722c40877d1ce53b50c0b6a9042ed0ee722c
258,ICO000258,365,7,Finley Evans,2020-09-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57e35e6a60315937847388df30d285bc57e35e6a60315937847388df30d285bc
259,ICO000259,398,454,Quinn Reed,2020-09-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2da0faefcdec5b8cb52101299e9a6f582da0faefcdec5b8cb52101299e9a6f58
260,ICO000260,258,309,Harper Diaz,2020-09-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8547d7277f5d548caae65238776753e58547d7277f5d548caae65238776753e5
261,ICO000261,13,447,Harper Khan,2020-09-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4512b659cad589ba65ac4b5babc95d5a4512b659cad589ba65ac4b5babc95d5
262,ICO000262,130,126,Quinn Garcia,2020-09-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93060eee8d8c53e48280b60af855e7d893060eee8d8c53e48280b60af855e7d8
263,ICO000263,105,492,Blair Reed,2020-09-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,513b8c24a3765c97889585ac4e509bf1513b8c24a3765c97889585ac4e509bf1
264,ICO000264,220,432,Emerson Singh,2020-09-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b972ed43c715a2e8b102eb2830459e72b972ed43c715a2e8b102eb2830459e7
265,ICO000265,487,40,Casey Chen,2020-09-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f9a5c096eed5520a6d79b44d5ebbd675f9a5c096eed5520a6d79b44d5ebbd67
266,ICO000266,418,248,Devon Chen,2020-09-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c43110fed5445a74b47a8c7f833e381ac43110fed5445a74b47a8c7f833e381a
267,ICO000267,253,255,Emerson Bennett,2020-09-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09a671b71ad15e158da2b70bb64d143609a671b71ad15e158da2b70bb64d1436
268,ICO000268,325,279,Riley Diaz,2020-09-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d34a0b7a0d5f5e809fda05f305a06dcad34a0b7a0d5f5e809fda05f305a06dca
269,ICO000269,16,323,Finley Evans,2020-09-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,892b6e53fb105bf29a27708c015037db892b6e53fb105bf29a27708c015037db
270,ICO000270,11,399,Taylor Evans,2020-09-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c1020f3f0e456dbb2cd30c0071d5b399c1020f3f0e456dbb2cd30c0071d5b39
271,ICO000271,75,275,Casey Evans,2020-09-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5209524e9625a258981c0765dd82cadd5209524e9625a258981c0765dd82cad
272,ICO000272,-1,-1,Quinn Hughes,2020-09-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b28e7f0afad55d4ab82babf82b4685aab28e7f0afad55d4ab82babf82b4685aa
273,ICO000273,17,438,Blair Patel,2020-09-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28720e6d5a7f5ce5a8a79f875d8acbc128720e6d5a7f5ce5a8a79f875d8acbc1
274,ICO000274,78,174,Casey Adams,2020-10-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b4afbef6e24541ca50569ee4f7d41527b4afbef6e24541ca50569ee4f7d4152
275,ICO000275,28,282,Alex Chen,2020-10-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1af103f71ebf5c51a38f480e06437ab51af103f71ebf5c51a38f480e06437ab5
276,ICO000276,248,107,Devon Evans,2020-10-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9735d1ed5bba5275878e833426a2f7e89735d1ed5bba5275878e833426a2f7e8
277,ICO000277,493,391,Alex Evans,2020-10-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13513ec451d25c14ad46a899f9ed6f1f13513ec451d25c14ad46a899f9ed6f1f
278,ICO000278,169,352,Morgan Singh,2020-10-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,099478c153625251a2d5c4460714df46099478c153625251a2d5c4460714df46
279,ICO000279,441,489,Quinn Diaz,2020-10-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8442af6633bf5c7a83845fe0371466bc8442af6633bf5c7a83845fe0371466bc
280,ICO000280,61,395,Morgan Martin,2020-10-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464d02c447dd5191b8cb3a67587bf6ed464d02c447dd5191b8cb3a67587bf6ed
281,ICO000281,265,33,Riley Adams,2020-10-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5725260f0d5ed5949c3d17db94a9926f5725260f0d5ed5949c3d17db94a992
282,ICO000282,398,217,Blair Evans,2020-10-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3874ce3109fd583f83d2af49298fb2003874ce3109fd583f83d2af49298fb200
283,ICO000283,308,97,Jordan Evans,2020-10-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a230fc4617fb5539b1bb4f9ebca08261a230fc4617fb5539b1bb4f9ebca08261
284,ICO000284,131,324,Morgan Bennett,2020-10-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,954d5230df26552e8aa7e8457e7d3f70954d5230df26552e8aa7e8457e7d3f70
285,ICO000285,77,393,Casey Adams,2020-10-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe500143f6fe5e9d85162e46c02ae5eefe500143f6fe5e9d85162e46c02ae5ee
286,ICO000286,6,169,Quinn Martin,2020-10-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2575d8f132da5455afc9bcf9b37f25092575d8f132da5455afc9bcf9b37f2509
287,ICO000287,82,130,Blair Hughes,2020-10-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25a3fab287e4533db64a98be9757d95b25a3fab287e4533db64a98be9757d95b
288,ICO000288,263,471,Emerson Garcia,2020-10-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ace6464ad5a52348ebda26d5450c2fa7ace6464ad5a52348ebda26d5450c2fa
289,ICO000289,-1,-1,Alex Hughes,2020-10-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbfce118ee305fe582953b177b46fc73dbfce118ee305fe582953b177b46fc73
290,ICO000290,53,273,Casey Reed,2020-10-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb39689051a58d783253fd557ca9dbcdbb39689051a58d783253fd557ca9dbc
291,ICO000291,173,443,Alex Evans,2020-10-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da9e567027575f799d9cc1f130721b93da9e567027575f799d9cc1f130721b93
292,ICO000292,31,280,Blair Khan,2020-10-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3eb3fd7292b5b66b8caf713eb489aa3a3eb3fd7292b5b66b8caf713eb489aa3
293,ICO000293,176,328,Blair Martin,2020-10-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e79e26ea2fd55147add642b9338d0488e79e26ea2fd55147add642b9338d0488
294,ICO000294,477,334,Riley Reed,2020-10-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ea467d4bb9954a4bee65dae79c33df89ea467d4bb9954a4bee65dae79c33df8
295,ICO000295,247,110,Morgan Chen,2020-10-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b3197f4377f57d49552415091992ef04b3197f4377f57d49552415091992ef0
296,ICO000296,79,216,Harper Evans,2020-10-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb2c135e0c9b58c98bba5338965fdd93bb2c135e0c9b58c98bba5338965fdd93
297,ICO000297,470,374,Casey Evans,2020-10-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b1b28db6743534faa03747e7d9d19826b1b28db6743534faa03747e7d9d1982
298,ICO000298,486,497,Harper Reed,2020-10-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d54c3d9c4ba1598aaf1a3fa276cebb25d54c3d9c4ba1598aaf1a3fa276cebb25
299,ICO000299,148,228,Harper Reed,2020-10-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c01d7e30a0950d5abf58e4ea0132ff04c01d7e30a0950d5abf58e4ea0132ff0
300,ICO000300,446,374,Quinn Khan,2020-10-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83eb66b3764758c9945b0c389e0dce1683eb66b3764758c9945b0c389e0dce16
301,ICO000301,184,384,Casey Chen,2020-10-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41d3dd07c277582287c687a4251c9af541d3dd07c277582287c687a4251c9af5
302,ICO000302,336,317,Jordan Bennett,2020-10-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5beb55ad3f5c8bac8e1fc68b341674db5beb55ad3f5c8bac8e1fc68b341674
303,ICO000303,352,473,Jordan Patel,2020-10-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad8d8a02224b513ba4edc767d12cd071ad8d8a02224b513ba4edc767d12cd071
304,ICO000304,36,426,Finley Adams,2020-10-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5700bd3209295c5cb72d0c2c0a82a2235700bd3209295c5cb72d0c2c0a82a223
305,ICO000305,441,189,Morgan Evans,2020-11-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53cff6daaa8f5337a6410bc94afa985b53cff6daaa8f5337a6410bc94afa985b
306,ICO000306,-1,-1,Blair Bennett,2020-11-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c532c7636aaf5c05af74b9c3e36aeba2c532c7636aaf5c05af74b9c3e36aeba2
307,ICO000307,131,215,Finley Adams,2020-11-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d1ff855ae2b5af38c197c8ac391d6a64d1ff855ae2b5af38c197c8ac391d6a6
308,ICO000308,432,40,Taylor Diaz,2020-11-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fc44cb09d235a1f80cf589eb83e7b344fc44cb09d235a1f80cf589eb83e7b34
309,ICO000309,119,54,Jordan Adams,2020-11-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3fc4196a4445e6bbc82bc09157b5c2fd3fc4196a4445e6bbc82bc09157b5c2f
310,ICO000310,108,264,Jordan Diaz,2020-11-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65f6631169f05a12aa2682535664596965f6631169f05a12aa26825356645969
311,ICO000311,189,392,Quinn Bennett,2020-11-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d4e7276d2c95870b0fedfe47671d6593d4e7276d2c95870b0fedfe47671d659
312,ICO000312,311,216,Devon Reed,2020-11-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5996801a37a157339127feb3a04a52535996801a37a157339127feb3a04a5253
313,ICO000313,361,364,Quinn Chen,2020-11-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76cf0d4337a3588da3a0da76beff660b76cf0d4337a3588da3a0da76beff660b
314,ICO000314,375,188,Jordan Hughes,2020-11-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0134f2fec1f656599dc219129405c61d0134f2fec1f656599dc219129405c61d
315,ICO000315,26,368,Jordan Martin,2020-11-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,857214cf84715e78926ae7bcac752606857214cf84715e78926ae7bcac752606
316,ICO000316,89,85,Finley Adams,2020-11-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f20b0ddcfde5606bc2910164e8e22cd8f20b0ddcfde5606bc2910164e8e22cd
317,ICO000317,325,308,Finley Bennett,2020-11-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e423c093c4bf58ed8b3e457e0e11ee3ae423c093c4bf58ed8b3e457e0e11ee3a
318,ICO000318,185,174,Casey Bennett,2020-11-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d4b43d88c7d518eafb0665f6072554a5d4b43d88c7d518eafb0665f6072554a
319,ICO000319,452,315,Emerson Evans,2020-11-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eaa447f6a4f5ecabc708d10f7a582a21eaa447f6a4f5ecabc708d10f7a582a2
320,ICO000320,125,29,Casey Adams,2020-11-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,506780b19d42511d940265269ca76e95506780b19d42511d940265269ca76e95
321,ICO000321,336,302,Riley Patel,2020-11-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eec09f910b345520bfd38278a02f4abaeec09f910b345520bfd38278a02f4aba
322,ICO000322,21,230,Casey Reed,2020-11-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dc9a8eeb9f15e4892405cf7025d06689dc9a8eeb9f15e4892405cf7025d0668
323,ICO000323,-1,-1,Quinn Bennett,2020-11-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee99fd37fa4451cbb4fe47a6ec5b02e7ee99fd37fa4451cbb4fe47a6ec5b02e7
324,ICO000324,289,88,Finley Evans,2020-11-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81d9b368e32e5c66a0b8e7a3ed4969b081d9b368e32e5c66a0b8e7a3ed4969b0
325,ICO000325,120,85,Emerson Hughes,2020-11-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49ec1e710450553cb31ad72069ad86e549ec1e710450553cb31ad72069ad86e5
326,ICO000326,184,67,Alex Chen,2020-11-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e91ed6d82852afa7e82d9ac85c6bc282e91ed6d82852afa7e82d9ac85c6bc2
327,ICO000327,391,341,Alex Chen,2020-11-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,799a469b1486541f94e6c46e7482c2bd799a469b1486541f94e6c46e7482c2bd
328,ICO000328,372,366,Alex Diaz,2020-11-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97ad25bbdc635c3c8cd3fb470e67dbff97ad25bbdc635c3c8cd3fb470e67dbff
329,ICO000329,314,109,Emerson Singh,2020-11-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bd53ae373b357219dd6217fed29cde27bd53ae373b357219dd6217fed29cde2
330,ICO000330,293,148,Riley Martin,2020-11-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee786f2cbead534498ee4fa091474f6eee786f2cbead534498ee4fa091474f6e
331,ICO000331,132,305,Emerson Khan,2020-11-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c87266fab56554b93096c6e3d70a20f3c87266fab56554b93096c6e3d70a20f
332,ICO000332,409,383,Alex Chen,2020-11-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f50ae16b36850d2a662840f35a4ce274f50ae16b36850d2a662840f35a4ce27
333,ICO000333,214,430,Quinn Singh,2020-11-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,959f44fffe2d59ed9f49e43eaf828197959f44fffe2d59ed9f49e43eaf828197
334,ICO000334,268,455,Riley Martin,2020-11-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d94e96953c23584586e8ebb5e21e95f5d94e96953c23584586e8ebb5e21e95f5
335,ICO000335,236,112,Harper Bennett,2020-12-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37aa1474153a5aeb81da85528a1697c437aa1474153a5aeb81da85528a1697c4
336,ICO000336,461,158,Quinn Singh,2020-12-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64993ea6cec85a0692f6250108e2526464993ea6cec85a0692f6250108e25264
