WorkCenterCapabilityKey,CapabilityCode,RecordStatusKey,CapabilityName,CapabilityDescription,OwnerName,EffectiveStartDate,EffectiveEndDate,IsActive,SourceSystemKey,BatchId,LoadedAtUtc
331,WCC000331,1,Granite WorkCenterCapability 331,WorkCenterCapability starter record 331,Riley Martin,2020-11-27,2021-11-27,1,1,1,2026-08-24T00:00:00.000
332,WCC000332,3,Orion WorkCenterCapability 332,WorkCenterCapability starter record 332,Quinn Martin,2020-11-28,2021-11-28,1,1,1,2026-08-24T00:00:00.000
333,WCC000333,4,Evergreen WorkCenterCapability 333,WorkCenterCapability starter record 333,Finley Hughes,2020-11-29,2021-11-29,1,1,1,2026-08-24T00:00:00.000
334,WCC000334,3,Delta WorkCenterCapability 334,WorkCenterCapability starter record 334,Casey Khan,2020-11-30,2021-11-30,1,1,1,2026-08-24T00:00:00.000
335,WCC000335,3,Pioneer WorkCenterCapability 335,WorkCenterCapability starter record 335,Quinn Diaz,2020-12-01,2021-12-01,0,1,1,2026-08-24T00:00:00.000
336,WCC000336,4,Vertex WorkCenterCapability 336,WorkCenterCapability starter record 336,Harper Khan,2020-12-02,2021-12-02,1,1,1,2026-08-24T00:00:00.000
337,WCC000337,2,Orion WorkCenterCapability 337,WorkCenterCapability starter record 337,Alex Patel,2020-12-03,2021-12-03,1,1,1,2026-08-24T00:00:00.000
338,WCC000338,1,Quartz WorkCenterCapability 338,WorkCenterCapability starter record 338,Quinn Khan,2020-12-04,2021-12-04,1,1,1,2026-08-24T00:00:00.000
339,WCC000339,4,Summit WorkCenterCapability 339,WorkCenterCapability starter record 339,Quinn Adams,2020-12-05,2021-12-05,1,1,1,2026-08-24T00:00:00.000
340,WCC000340,4,Delta WorkCenterCapability 340,WorkCenterCapability starter record 340,Jordan Reed,2020-12-06,2021-12-06,0,1,1,2026-08-24T00:00:00.000
341,WCC000341,2,Harbor WorkCenterCapability 341,WorkCenterCapability starter record 341,Emerson Evans,2020-12-07,2021-12-07,1,1,1,2026-08-24T00:00:00.000
342,WCC000342,1,Zenith WorkCenterCapability 342,WorkCenterCapability starter record 342,Devon Martin,2020-12-08,2021-12-08,1,1,1,2026-08-24T00:00:00.000
343,WCC000343,1,Granite WorkCenterCapability 343,WorkCenterCapability starter record 343,Casey Khan,2020-12-09,2021-12-09,1,1,1,2026-08-24T00:00:00.000
344,WCC000344,4,Quartz WorkCenterCapability 344,WorkCenterCapability starter record 344,Alex Martin,2020-12-10,2021-12-10,1,1,1,2026-08-24T00:00:00.000
345,WCC000345,1,Unity WorkCenterCapability 345,WorkCenterCapability starter record 345,Jordan Evans,2020-12-11,2021-12-11,0,1,1,2026-08-24T00:00:00.000
346,WCC000346,2,Titan WorkCenterCapability 346,WorkCenterCapability starter record 346,Harper Adams,2020-12-12,2021-12-12,1,1,1,2026-08-24T00:00:00.000
347,WCC000347,3,Liberty WorkCenterCapability 347,WorkCenterCapability starter record 347,Taylor Reed,2020-12-13,2021-12-13,1,1,1,2026-08-24T00:00:00.000
348,WCC000348,1,Evergreen WorkCenterCapability 348,WorkCenterCapability starter record 348,Blair Bennett,2020-12-14,2021-12-14,1,1,1,2026-08-24T00:00:00.000
349,WCC000349,4,Vertex WorkCenterCapability 349,WorkCenterCapability starter record 349,Harper Bennett,2020-12-15,2021-12-15,1,1,1,2026-08-24T00:00:00.000
350,WCC000350,2,Willow WorkCenterCapability 350,WorkCenterCapability starter record 350,Casey Hughes,2020-12-16,2021-12-16,0,1,1,2026-08-24T00:00:00.000
351,WCC000351,3,Quartz WorkCenterCapability 351,WorkCenterCapability starter record 351,Casey Garcia,2020-12-17,2021-12-17,1,1,1,2026-08-24T00:00:00.000
352,WCC000352,1,Beacon WorkCenterCapability 352,WorkCenterCapability starter record 352,Harper Patel,2020-12-18,2021-12-18,1,1,1,2026-08-24T00:00:00.000
353,WCC000353,3,Unity WorkCenterCapability 353,WorkCenterCapability starter record 353,Finley Garcia,2020-12-19,2021-12-19,1,1,1,2026-08-24T00:00:00.000
354,WCC000354,2,Orion WorkCenterCapability 354,WorkCenterCapability starter record 354,Jordan Martin,2020-12-20,2021-12-20,1,1,1,2026-08-24T00:00:00.000
355,WCC000355,1,Junction WorkCenterCapability 355,WorkCenterCapability starter record 355,Jordan Chen,2020-12-21,2021-12-21,0,1,1,2026-08-24T00:00:00.000
356,WCC000356,2,Pioneer WorkCenterCapability 356,WorkCenterCapability starter record 356,Jordan Bennett,2020-12-22,2021-12-22,1,1,1,2026-08-24T00:00:00.000
357,WCC000357,4,Meridian WorkCenterCapability 357,WorkCenterCapability starter record 357,Riley Singh,2020-12-23,2021-12-23,1,1,1,2026-08-24T00:00:00.000
358,WCC000358,4,Junction WorkCenterCapability 358,WorkCenterCapability starter record 358,Harper Patel,2020-12-24,2021-12-24,1,1,1,2026-08-24T00:00:00.000
359,WCC000359,1,Unity WorkCenterCapability 359,WorkCenterCapability starter record 359,Quinn Martin,2020-12-25,2021-12-25,1,1,1,2026-08-24T00:00:00.000
360,WCC000360,2,Delta WorkCenterCapability 360,WorkCenterCapability starter record 360,Alex Martin,2020-12-26,2021-12-26,0,1,1,2026-08-24T00:00:00.000
361,WCC000361,4,Meridian WorkCenterCapability 361,WorkCenterCapability starter record 361,Quinn Patel,2020-12-27,2021-12-27,1,1,1,2026-08-24T00:00:00.000
362,WCC000362,4,Evergreen WorkCenterCapability 362,WorkCenterCapability starter record 362,Blair Chen,2020-12-28,2021-12-28,1,1,1,2026-08-24T00:00:00.000
363,WCC000363,2,Orion WorkCenterCapability 363,WorkCenterCapability starter record 363,Alex Khan,2020-12-29,2021-12-29,1,1,1,2026-08-24T00:00:00.000
364,WCC000364,2,Vertex WorkCenterCapability 364,WorkCenterCapability starter record 364,Taylor Patel,2020-12-30,2021-12-30,1,1,1,2026-08-24T00:00:00.000
365,WCC000365,2,Willow WorkCenterCapability 365,WorkCenterCapability starter record 365,Alex Singh,2020-12-31,2021-12-31,0,1,1,2026-08-24T00:00:00.000
366,WCC000366,4,Quartz WorkCenterCapability 366,WorkCenterCapability starter record 366,Taylor Chen,2021-01-01,2022-01-01,1,1,1,2026-08-24T00:00:00.000
367,WCC000367,1,Riverton WorkCenterCapability 367,WorkCenterCapability starter record 367,Morgan Diaz,2021-01-02,2022-01-02,1,1,1,2026-08-24T00:00:00.000
368,WCC000368,1,Atlas WorkCenterCapability 368,WorkCenterCapability starter record 368,Finley Singh,2021-01-03,2022-01-03,1,1,1,2026-08-24T00:00:00.000
369,WCC000369,3,Quartz WorkCenterCapability 369,WorkCenterCapability starter record 369,Devon Evans,2021-01-04,2022-01-04,1,1,1,2026-08-24T00:00:00.000
370,WCC000370,2,Evergreen WorkCenterCapability 370,WorkCenterCapability starter record 370,Emerson Patel,2021-01-05,2022-01-05,0,1,1,2026-08-24T00:00:00.000
371,WCC000371,1,Atlas WorkCenterCapability 371,WorkCenterCapability starter record 371,Alex Patel,2021-01-06,2022-01-06,1,1,1,2026-08-24T00:00:00.000
372,WCC000372,1,Northstar WorkCenterCapability 372,WorkCenterCapability starter record 372,Jordan Reed,2021-01-07,2022-01-07,1,1,1,2026-08-24T00:00:00.000
373,WCC000373,1,Liberty WorkCenterCapability 373,WorkCenterCapability starter record 373,Finley Adams,2021-01-08,2022-01-08,1,1,1,2026-08-24T00:00:00.000
374,WCC000374,2,Beacon WorkCenterCapability 374,WorkCenterCapability starter record 374,Alex Martin,2021-01-09,2022-01-09,1,1,1,2026-08-24T00:00:00.000
375,WCC000375,2,Quartz WorkCenterCapability 375,WorkCenterCapability starter record 375,Devon Diaz,2021-01-10,2022-01-10,0,1,1,2026-08-24T00:00:00.000
376,WCC000376,1,Granite WorkCenterCapability 376,WorkCenterCapability starter record 376,Devon Diaz,2021-01-11,2022-01-11,1,1,1,2026-08-24T00:00:00.000
377,WCC000377,1,Ion WorkCenterCapability 377,WorkCenterCapability starter record 377,Casey Singh,2021-01-12,2022-01-12,1,1,1,2026-08-24T00:00:00.000
378,WCC000378,4,Pioneer WorkCenterCapability 378,WorkCenterCapability starter record 378,Riley Adams,2021-01-13,2022-01-13,1,1,1,2026-08-24T00:00:00.000
379,WCC000379,2,Atlas WorkCenterCapability 379,WorkCenterCapability starter record 379,Alex Adams,2021-01-14,2022-01-14,1,1,1,2026-08-24T00:00:00.000
380,WCC000380,1,Unity WorkCenterCapability 380,WorkCenterCapability starter record 380,Emerson Garcia,2021-01-15,2022-01-15,0,1,1,2026-08-24T00:00:00.000
381,WCC000381,2,Unity WorkCenterCapability 381,WorkCenterCapability starter record 381,Alex Hughes,2021-01-16,2022-01-16,1,1,1,2026-08-24T00:00:00.000
382,WCC000382,4,Pioneer WorkCenterCapability 382,WorkCenterCapability starter record 382,Casey Chen,2021-01-17,2022-01-17,1,1,1,2026-08-24T00:00:00.000
383,WCC000383,2,Cedar WorkCenterCapability 383,WorkCenterCapability starter record 383,Harper Adams,2021-01-18,2022-01-18,1,1,1,2026-08-24T00:00:00.000
384,WCC000384,2,Forge WorkCenterCapability 384,WorkCenterCapability starter record 384,Morgan Adams,2021-01-19,2022-01-19,1,1,1,2026-08-24T00:00:00.000
385,WCC000385,1,Pioneer WorkCenterCapability 385,WorkCenterCapability starter record 385,Riley Khan,2021-01-20,2022-01-20,0,1,1,2026-08-24T00:00:00.000
386,WCC000386,3,Northstar WorkCenterCapability 386,WorkCenterCapability starter record 386,Alex Garcia,2021-01-21,2022-01-21,1,1,1,2026-08-24T00:00:00.000
387,WCC000387,3,Evergreen WorkCenterCapability 387,WorkCenterCapability starter record 387,Devon Evans,2021-01-22,2022-01-22,1,1,1,2026-08-24T00:00:00.000
388,WCC000388,3,Granite WorkCenterCapability 388,WorkCenterCapability starter record 388,Blair Reed,2021-01-23,2022-01-23,1,1,1,2026-08-24T00:00:00.000
389,WCC000389,3,Beacon WorkCenterCapability 389,WorkCenterCapability starter record 389,Harper Adams,2021-01-24,2022-01-24,1,1,1,2026-08-24T00:00:00.000
390,WCC000390,2,Pioneer WorkCenterCapability 390,WorkCenterCapability starter record 390,Jordan Diaz,2021-01-25,2022-01-25,0,1,1,2026-08-24T00:00:00.000
391,WCC000391,3,Quartz WorkCenterCapability 391,WorkCenterCapability starter record 391,Blair Khan,2021-01-26,2022-01-26,1,1,1,2026-08-24T00:00:00.000
392,WCC000392,2,Titan WorkCenterCapability 392,WorkCenterCapability starter record 392,Casey Hughes,2021-01-27,2022-01-27,1,1,1,2026-08-24T00:00:00.000
393,WCC000393,3,Zenith WorkCenterCapability 393,WorkCenterCapability starter record 393,Harper Bennett,2021-01-28,2022-01-28,1,1,1,2026-08-24T00:00:00.000
394,WCC000394,2,Northstar WorkCenterCapability 394,WorkCenterCapability starter record 394,Blair Evans,2021-01-29,2022-01-29,1,1,1,2026-08-24T00:00:00.000
395,WCC000395,2,Beacon WorkCenterCapability 395,WorkCenterCapability starter record 395,Emerson Chen,2021-01-30,2022-01-30,0,1,1,2026-08-24T00:00:00.000
396,WCC000396,4,Vertex WorkCenterCapability 396,WorkCenterCapability starter record 396,Finley Reed,2021-01-31,2022-01-31,1,1,1,2026-08-24T00:00:00.000
397,WCC000397,4,Evergreen WorkCenterCapability 397,WorkCenterCapability starter record 397,Morgan Chen,2021-02-01,2022-02-01,1,1,1,2026-08-24T00:00:00.000
398,WCC000398,2,Forge WorkCenterCapability 398,WorkCenterCapability starter record 398,Finley Chen,2021-02-02,2022-02-02,1,1,1,2026-08-24T00:00:00.000
399,WCC000399,4,Delta WorkCenterCapability 399,WorkCenterCapability starter record 399,Harper Evans,2021-02-03,2022-02-03,1,1,1,2026-08-24T00:00:00.000
400,WCC000400,2,Keystone WorkCenterCapability 400,WorkCenterCapability starter record 400,Quinn Martin,2021-02-04,2022-02-04,0,1,1,2026-08-24T00:00:00.000
401,WCC000401,4,Liberty WorkCenterCapability 401,WorkCenterCapability starter record 401,Quinn Adams,2021-02-05,2022-02-05,1,1,1,2026-08-24T00:00:00.000
402,WCC000402,3,Unity WorkCenterCapability 402,WorkCenterCapability starter record 402,Taylor Garcia,2021-02-06,2022-02-06,1,1,1,2026-08-24T00:00:00.000
403,WCC000403,4,Atlas WorkCenterCapability 403,WorkCenterCapability starter record 403,Harper Reed,2021-02-07,2022-02-07,1,1,1,2026-08-24T00:00:00.000
404,WCC000404,1,Atlas WorkCenterCapability 404,WorkCenterCapability starter record 404,Alex Khan,2021-02-08,2022-02-08,1,1,1,2026-08-24T00:00:00.000
405,WCC000405,3,Beacon WorkCenterCapability 405,WorkCenterCapability starter record 405,Harper Hughes,2021-02-09,2022-02-09,0,1,1,2026-08-24T00:00:00.000
406,WCC000406,1,Keystone WorkCenterCapability 406,WorkCenterCapability starter record 406,Quinn Khan,2021-02-10,2022-02-10,1,1,1,2026-08-24T00:00:00.000
407,WCC000407,4,Granite WorkCenterCapability 407,WorkCenterCapability starter record 407,Jordan Adams,2021-02-11,2022-02-11,1,1,1,2026-08-24T00:00:00.000
408,WCC000408,3,Zenith WorkCenterCapability 408,WorkCenterCapability starter record 408,Alex Singh,2021-02-12,2022-02-12,1,1,1,2026-08-24T00:00:00.000
409,WCC000409,4,Riverton WorkCenterCapability 409,WorkCenterCapability starter record 409,Harper Reed,2021-02-13,2022-02-13,1,1,1,2026-08-24T00:00:00.000
410,WCC000410,1,Riverton WorkCenterCapability 410,WorkCenterCapability starter record 410,Blair Singh,2021-02-14,2022-02-14,0,1,1,2026-08-24T00:00:00.000
411,WCC000411,4,Harbor WorkCenterCapability 411,WorkCenterCapability starter record 411,Emerson Bennett,2021-02-15,2022-02-15,1,1,1,2026-08-24T00:00:00.000
412,WCC000412,3,Summit WorkCenterCapability 412,WorkCenterCapability starter record 412,Emerson Garcia,2021-02-16,2022-02-16,1,1,1,2026-08-24T00:00:00.000
413,WCC000413,3,Evergreen WorkCenterCapability 413,WorkCenterCapability starter record 413,Taylor Singh,2021-02-17,2022-02-17,1,1,1,2026-08-24T00:00:00.000
414,WCC000414,2,Willow WorkCenterCapability 414,WorkCenterCapability starter record 414,Casey Diaz,2021-02-18,2022-02-18,1,1,1,2026-08-24T00:00:00.000
415,WCC000415,1,Beacon WorkCenterCapability 415,WorkCenterCapability starter record 415,Finley Diaz,2021-02-19,2022-02-19,0,1,1,2026-08-24T00:00:00.000
416,WCC000416,4,Northstar WorkCenterCapability 416,WorkCenterCapability starter record 416,Harper Patel,2021-02-20,2022-02-20,1,1,1,2026-08-24T00:00:00.000
417,WCC000417,1,Atlas WorkCenterCapability 417,WorkCenterCapability starter record 417,Devon Chen,2021-02-21,2022-02-21,1,1,1,2026-08-24T00:00:00.000
418,WCC000418,3,Meridian WorkCenterCapability 418,WorkCenterCapability starter record 418,Morgan Chen,2021-02-22,2022-02-22,1,1,1,2026-08-24T00:00:00.000
419,WCC000419,3,Vertex WorkCenterCapability 419,WorkCenterCapability starter record 419,Jordan Hughes,2021-02-23,2022-02-23,1,1,1,2026-08-24T00:00:00.000
420,WCC000420,3,Ion WorkCenterCapability 420,WorkCenterCapability starter record 420,Devon Adams,2021-02-24,2022-02-24,0,1,1,2026-08-24T00:00:00.000
421,WCC000421,1,Northstar WorkCenterCapability 421,WorkCenterCapability starter record 421,Taylor Adams,2021-02-25,2022-02-25,1,1,1,2026-08-24T00:00:00.000
422,WCC000422,4,Quartz WorkCenterCapability 422,WorkCenterCapability starter record 422,Jordan Diaz,2021-02-26,2022-02-26,1,1,1,2026-08-24T00:00:00.000
423,WCC000423,3,Evergreen WorkCenterCapability 423,WorkCenterCapability starter record 423,Jordan Bennett,2021-02-27,2022-02-27,1,1,1,2026-08-24T00:00:00.000
424,WCC000424,3,Cedar WorkCenterCapability 424,WorkCenterCapability starter record 424,Taylor Khan,2021-02-28,2022-02-28,1,1,1,2026-08-24T00:00:00.000
425,WCC000425,4,Harbor WorkCenterCapability 425,WorkCenterCapability starter record 425,Devon Bennett,2021-03-01,2022-03-01,0,1,1,2026-08-24T00:00:00.000
426,WCC000426,4,Willow WorkCenterCapability 426,WorkCenterCapability starter record 426,Riley Bennett,2021-03-02,2022-03-02,1,1,1,2026-08-24T00:00:00.000
427,WCC000427,4,Riverton WorkCenterCapability 427,WorkCenterCapability starter record 427,Devon Garcia,2021-03-03,2022-03-03,1,1,1,2026-08-24T00:00:00.000
428,WCC000428,3,Harbor WorkCenterCapability 428,WorkCenterCapability starter record 428,Blair Evans,2021-03-04,2022-03-04,1,1,1,2026-08-24T00:00:00.000
429,WCC000429,3,Delta WorkCenterCapability 429,WorkCenterCapability starter record 429,Quinn Singh,2021-03-05,2022-03-05,1,1,1,2026-08-24T00:00:00.000
430,WCC000430,2,Zenith WorkCenterCapability 430,WorkCenterCapability starter record 430,Morgan Evans,2021-03-06,2022-03-06,0,1,1,2026-08-24T00:00:00.000
431,WCC000431,1,Summit WorkCenterCapability 431,WorkCenterCapability starter record 431,Casey Diaz,2021-03-07,2022-03-07,1,1,1,2026-08-24T00:00:00.000
432,WCC000432,3,Vertex WorkCenterCapability 432,WorkCenterCapability starter record 432,Emerson Patel,2021-03-08,2022-03-08,1,1,1,2026-08-24T00:00:00.000
433,WCC000433,2,Unity WorkCenterCapability 433,WorkCenterCapability starter record 433,Casey Reed,2021-03-09,2022-03-09,1,1,1,2026-08-24T00:00:00.000
434,WCC000434,2,Ion WorkCenterCapability 434,WorkCenterCapability starter record 434,Blair Martin,2021-03-10,2022-03-10,1,1,1,2026-08-24T00:00:00.000
435,WCC000435,1,Titan WorkCenterCapability 435,WorkCenterCapability starter record 435,Jordan Patel,2021-03-11,2022-03-11,0,1,1,2026-08-24T00:00:00.000
436,WCC000436,3,Keystone WorkCenterCapability 436,WorkCenterCapability starter record 436,Finley Chen,2021-03-12,2022-03-12,1,1,1,2026-08-24T00:00:00.000
437,WCC000437,1,Zenith WorkCenterCapability 437,WorkCenterCapability starter record 437,Jordan Reed,2021-03-13,2022-03-13,1,1,1,2026-08-24T00:00:00.000
438,WCC000438,2,Willow WorkCenterCapability 438,WorkCenterCapability starter record 438,Harper Hughes,2021-03-14,2022-03-14,1,1,1,2026-08-24T00:00:00.000
439,WCC000439,2,Ion WorkCenterCapability 439,WorkCenterCapability starter record 439,Morgan Bennett,2021-03-15,2022-03-15,1,1,1,2026-08-24T00:00:00.000
440,WCC000440,3,Keystone WorkCenterCapability 440,WorkCenterCapability starter record 440,Harper Diaz,2021-03-16,2022-03-16,0,1,1,2026-08-24T00:00:00.000
441,WCC000441,1,Keystone WorkCenterCapability 441,WorkCenterCapability starter record 441,Harper Patel,2021-03-17,2022-03-17,1,1,1,2026-08-24T00:00:00.000
442,WCC000442,2,Orion WorkCenterCapability 442,WorkCenterCapability starter record 442,Emerson Diaz,2021-03-18,2022-03-18,1,1,1,2026-08-24T00:00:00.000
443,WCC000443,1,Northstar WorkCenterCapability 443,WorkCenterCapability starter record 443,Riley Reed,2021-03-19,2022-03-19,1,1,1,2026-08-24T00:00:00.000
444,WCC000444,4,Orion WorkCenterCapability 444,WorkCenterCapability starter record 444,Emerson Adams,2021-03-20,2022-03-20,1,1,1,2026-08-24T00:00:00.000
445,WCC000445,1,Meridian WorkCenterCapability 445,WorkCenterCapability starter record 445,Alex Evans,2021-03-21,2022-03-21,0,1,1,2026-08-24T00:00:00.000
446,WCC000446,2,Ion WorkCenterCapability 446,WorkCenterCapability starter record 446,Taylor Hughes,2021-03-22,2022-03-22,1,1,1,2026-08-24T00:00:00.000
447,WCC000447,4,Meridian WorkCenterCapability 447,WorkCenterCapability starter record 447,Emerson Hughes,2021-03-23,2022-03-23,1,1,1,2026-08-24T00:00:00.000
448,WCC000448,2,Unity WorkCenterCapability 448,WorkCenterCapability starter record 448,Finley Reed,2021-03-24,2022-03-24,1,1,1,2026-08-24T00:00:00.000
449,WCC000449,4,Orion WorkCenterCapability 449,WorkCenterCapability starter record 449,Blair Reed,2021-03-25,2022-03-25,1,1,1,2026-08-24T00:00:00.000
450,WCC000450,1,Willow WorkCenterCapability 450,WorkCenterCapability starter record 450,Taylor Martin,2021-03-26,2022-03-26,0,1,1,2026-08-24T00:00:00.000
451,WCC000451,3,Liberty WorkCenterCapability 451,WorkCenterCapability starter record 451,Alex Hughes,2021-03-27,2022-03-27,1,1,1,2026-08-24T00:00:00.000
452,WCC000452,3,Beacon WorkCenterCapability 452,WorkCenterCapability starter record 452,Casey Evans,2021-03-28,2022-03-28,1,1,1,2026-08-24T00:00:00.000
453,WCC000453,3,Ion WorkCenterCapability 453,WorkCenterCapability starter record 453,Riley Reed,2021-03-29,2022-03-29,1,1,1,2026-08-24T00:00:00.000
454,WCC000454,2,Cedar WorkCenterCapability 454,WorkCenterCapability starter record 454,Harper Singh,2021-03-30,2022-03-30,1,1,1,2026-08-24T00:00:00.000
455,WCC000455,4,Evergreen WorkCenterCapability 455,WorkCenterCapability starter record 455,Blair Garcia,2021-03-31,2022-03-31,0,1,1,2026-08-24T00:00:00.000
456,WCC000456,3,Orion WorkCenterCapability 456,WorkCenterCapability starter record 456,Taylor Reed,2021-04-01,2022-04-01,1,1,1,2026-08-24T00:00:00.000
457,WCC000457,1,Forge WorkCenterCapability 457,WorkCenterCapability starter record 457,Emerson Patel,2021-04-02,2022-04-02,1,1,1,2026-08-24T00:00:00.000
458,WCC000458,3,Northstar WorkCenterCapability 458,WorkCenterCapability starter record 458,Riley Diaz,2021-04-03,2022-04-03,1,1,1,2026-08-24T00:00:00.000
459,WCC000459,1,Quartz WorkCenterCapability 459,WorkCenterCapability starter record 459,Blair Martin,2021-04-04,2022-04-04,1,1,1,2026-08-24T00:00:00.000
460,WCC000460,4,Liberty WorkCenterCapability 460,WorkCenterCapability starter record 460,Taylor Evans,2021-04-05,2022-04-05,0,1,1,2026-08-24T00:00:00.000
461,WCC000461,2,Meridian WorkCenterCapability 461,WorkCenterCapability starter record 461,Jordan Reed,2021-04-06,2022-04-06,1,1,1,2026-08-24T00:00:00.000
462,WCC000462,3,Zenith WorkCenterCapability 462,WorkCenterCapability starter record 462,Harper Singh,2021-04-07,2022-04-07,1,1,1,2026-08-24T00:00:00.000
463,WCC000463,1,Willow WorkCenterCapability 463,WorkCenterCapability starter record 463,Casey Patel,2021-04-08,2022-04-08,1,1,1,2026-08-24T00:00:00.000
464,WCC000464,2,Ion WorkCenterCapability 464,WorkCenterCapability starter record 464,Taylor Martin,2021-04-09,2022-04-09,1,1,1,2026-08-24T00:00:00.000
465,WCC000465,3,Meridian WorkCenterCapability 465,WorkCenterCapability starter record 465,Blair Adams,2021-04-10,2022-04-10,0,1,1,2026-08-24T00:00:00.000
466,WCC000466,4,Titan WorkCenterCapability 466,WorkCenterCapability starter record 466,Finley Patel,2021-04-11,2022-04-11,1,1,1,2026-08-24T00:00:00.000
467,WCC000467,3,Evergreen WorkCenterCapability 467,WorkCenterCapability starter record 467,Finley Chen,2021-04-12,2022-04-12,1,1,1,2026-08-24T00:00:00.000
468,WCC000468,1,Northstar WorkCenterCapability 468,WorkCenterCapability starter record 468,Emerson Garcia,2021-04-13,2022-04-13,1,1,1,2026-08-24T00:00:00.000
469,WCC000469,2,Meridian WorkCenterCapability 469,WorkCenterCapability starter record 469,Alex Evans,2021-04-14,2022-04-14,1,1,1,2026-08-24T00:00:00.000
470,WCC000470,2,Junction WorkCenterCapability 470,WorkCenterCapability starter record 470,Alex Singh,2021-04-15,2022-04-15,0,1,1,2026-08-24T00:00:00.000
471,WCC000471,1,Titan WorkCenterCapability 471,WorkCenterCapability starter record 471,Devon Garcia,2021-04-16,2022-04-16,1,1,1,2026-08-24T00:00:00.000
472,WCC000472,1,Meridian WorkCenterCapability 472,WorkCenterCapability starter record 472,Emerson Garcia,2021-04-17,2022-04-17,1,1,1,2026-08-24T00:00:00.000
473,WCC000473,4,Beacon WorkCenterCapability 473,WorkCenterCapability starter record 473,Jordan Martin,2021-04-18,2022-04-18,1,1,1,2026-08-24T00:00:00.000
474,WCC000474,1,Titan WorkCenterCapability 474,WorkCenterCapability starter record 474,Devon Singh,2021-04-19,2022-04-19,1,1,1,2026-08-24T00:00:00.000
475,WCC000475,4,Atlas WorkCenterCapability 475,WorkCenterCapability starter record 475,Blair Evans,2021-04-20,2022-04-20,0,1,1,2026-08-24T00:00:00.000
476,WCC000476,1,Zenith WorkCenterCapability 476,WorkCenterCapability starter record 476,Jordan Evans,2021-04-21,2022-04-21,1,1,1,2026-08-24T00:00:00.000
477,WCC000477,2,Orion WorkCenterCapability 477,WorkCenterCapability starter record 477,Taylor Diaz,2021-04-22,2022-04-22,1,1,1,2026-08-24T00:00:00.000
478,WCC000478,2,Liberty WorkCenterCapability 478,WorkCenterCapability starter record 478,Blair Evans,2021-04-23,2022-04-23,1,1,1,2026-08-24T00:00:00.000
479,WCC000479,2,Junction WorkCenterCapability 479,WorkCenterCapability starter record 479,Devon Garcia,2021-04-24,2022-04-24,1,1,1,2026-08-24T00:00:00.000
480,WCC000480,3,Zenith WorkCenterCapability 480,WorkCenterCapability starter record 480,Morgan Garcia,2021-04-25,2022-04-25,0,1,1,2026-08-24T00:00:00.000
481,WCC000481,1,Evergreen WorkCenterCapability 481,WorkCenterCapability starter record 481,Morgan Bennett,2021-04-26,2022-04-26,1,1,1,2026-08-24T00:00:00.000
482,WCC000482,4,Granite WorkCenterCapability 482,WorkCenterCapability starter record 482,Riley Martin,2021-04-27,2022-04-27,1,1,1,2026-08-24T00:00:00.000
483,WCC000483,3,Northstar WorkCenterCapability 483,WorkCenterCapability starter record 483,Quinn Diaz,2021-04-28,2022-04-28,1,1,1,2026-08-24T00:00:00.000
484,WCC000484,4,Keystone WorkCenterCapability 484,WorkCenterCapability starter record 484,Devon Singh,2021-04-29,2022-04-29,1,1,1,2026-08-24T00:00:00.000
485,WCC000485,4,Ion WorkCenterCapability 485,WorkCenterCapability starter record 485,Alex Hughes,2021-04-30,2022-04-30,0,1,1,2026-08-24T00:00:00.000
486,WCC000486,4,Titan WorkCenterCapability 486,WorkCenterCapability starter record 486,Devon Chen,2021-05-01,2022-05-01,1,1,1,2026-08-24T00:00:00.000
487,WCC000487,1,Orion WorkCenterCapability 487,WorkCenterCapability starter record 487,Casey Martin,2021-05-02,2022-05-02,1,1,1,2026-08-24T00:00:00.000
488,WCC000488,4,Beacon WorkCenterCapability 488,WorkCenterCapability starter record 488,Blair Adams,2021-05-03,2022-05-03,1,1,1,2026-08-24T00:00:00.000
489,WCC000489,3,Keystone WorkCenterCapability 489,WorkCenterCapability starter record 489,Riley Hughes,2021-05-04,2022-05-04,1,1,1,2026-08-24T00:00:00.000
490,WCC000490,1,Northstar WorkCenterCapability 490,WorkCenterCapability starter record 490,Finley Singh,2021-05-05,2022-05-05,0,1,1,2026-08-24T00:00:00.000
491,WCC000491,1,Keystone WorkCenterCapability 491,WorkCenterCapability starter record 491,Finley Hughes,2021-05-06,2022-05-06,1,1,1,2026-08-24T00:00:00.000
492,WCC000492,4,Meridian WorkCenterCapability 492,WorkCenterCapability starter record 492,Alex Hughes,2021-05-07,2022-05-07,1,1,1,2026-08-24T00:00:00.000
493,WCC000493,4,Northstar WorkCenterCapability 493,WorkCenterCapability starter record 493,Emerson Bennett,2021-05-08,2022-05-08,1,1,1,2026-08-24T00:00:00.000
494,WCC000494,3,Riverton WorkCenterCapability 494,WorkCenterCapability starter record 494,Casey Diaz,2021-05-09,2022-05-09,1,1,1,2026-08-24T00:00:00.000
495,WCC000495,4,Zenith WorkCenterCapability 495,WorkCenterCapability starter record 495,Casey Evans,2021-05-10,2022-05-10,0,1,1,2026-08-24T00:00:00.000
496,WCC000496,2,Willow WorkCenterCapability 496,WorkCenterCapability starter record 496,Quinn Adams,2021-05-11,2022-05-11,1,1,1,2026-08-24T00:00:00.000
