AssetManufacturerKey,ManufacturerCode,CountryKey,RecordStatusKey,ManufacturerName,ManufacturerDescription,OwnerName,EffectiveStartDate,EffectiveEndDate,IsActive,SourceSystemKey,BatchId,LoadedAtUtc
335,AM000335,21,1,Summit AssetManufacturer 335,AssetManufacturer starter record 335,Blair Diaz,2020-12-01,2021-12-01,0,1,1,2026-08-24T00:00:00.000
336,AM000336,31,4,Delta AssetManufacturer 336,AssetManufacturer starter record 336,Devon Chen,2020-12-02,2021-12-02,1,1,1,2026-08-24T00:00:00.000
337,AM000337,42,4,Orion AssetManufacturer 337,AssetManufacturer starter record 337,Alex Garcia,2020-12-03,2021-12-03,1,1,1,2026-08-24T00:00:00.000
338,AM000338,1,1,Cedar AssetManufacturer 338,AssetManufacturer starter record 338,Blair Singh,2020-12-04,2021-12-04,1,1,1,2026-08-24T00:00:00.000
339,AM000339,30,4,Vertex AssetManufacturer 339,AssetManufacturer starter record 339,Alex Adams,2020-12-05,2021-12-05,1,1,1,2026-08-24T00:00:00.000
340,AM000340,212,4,Delta AssetManufacturer 340,AssetManufacturer starter record 340,Finley Bennett,2020-12-06,2021-12-06,0,1,1,2026-08-24T00:00:00.000
341,AM000341,197,1,Zenith AssetManufacturer 341,AssetManufacturer starter record 341,Blair Chen,2020-12-07,2021-12-07,1,1,1,2026-08-24T00:00:00.000
342,AM000342,146,2,Liberty AssetManufacturer 342,AssetManufacturer starter record 342,Harper Garcia,2020-12-08,2021-12-08,1,1,1,2026-08-24T00:00:00.000
343,AM000343,100,4,Atlas AssetManufacturer 343,AssetManufacturer starter record 343,Alex Reed,2020-12-09,2021-12-09,1,1,1,2026-08-24T00:00:00.000
344,AM000344,116,2,Keystone AssetManufacturer 344,AssetManufacturer starter record 344,Jordan Hughes,2020-12-10,2021-12-10,1,1,1,2026-08-24T00:00:00.000
345,AM000345,66,4,Cedar AssetManufacturer 345,AssetManufacturer starter record 345,Emerson Garcia,2020-12-11,2021-12-11,0,1,1,2026-08-24T00:00:00.000
346,AM000346,174,1,Junction AssetManufacturer 346,AssetManufacturer starter record 346,Blair Singh,2020-12-12,2021-12-12,1,1,1,2026-08-24T00:00:00.000
347,AM000347,96,3,Junction AssetManufacturer 347,AssetManufacturer starter record 347,Alex Bennett,2020-12-13,2021-12-13,1,1,1,2026-08-24T00:00:00.000
348,AM000348,98,3,Cedar AssetManufacturer 348,AssetManufacturer starter record 348,Devon Chen,2020-12-14,2021-12-14,1,1,1,2026-08-24T00:00:00.000
349,AM000349,245,3,Orion AssetManufacturer 349,AssetManufacturer starter record 349,Alex Singh,2020-12-15,2021-12-15,1,1,1,2026-08-24T00:00:00.000
350,AM000350,35,3,Vertex AssetManufacturer 350,AssetManufacturer starter record 350,Devon Martin,2020-12-16,2021-12-16,0,1,1,2026-08-24T00:00:00.000
351,AM000351,63,4,Vertex AssetManufacturer 351,AssetManufacturer starter record 351,Riley Diaz,2020-12-17,2021-12-17,1,1,1,2026-08-24T00:00:00.000
352,AM000352,195,2,Harbor AssetManufacturer 352,AssetManufacturer starter record 352,Blair Adams,2020-12-18,2021-12-18,1,1,1,2026-08-24T00:00:00.000
353,AM000353,130,3,Keystone AssetManufacturer 353,AssetManufacturer starter record 353,Morgan Singh,2020-12-19,2021-12-19,1,1,1,2026-08-24T00:00:00.000
354,AM000354,107,4,Zenith AssetManufacturer 354,AssetManufacturer starter record 354,Morgan Evans,2020-12-20,2021-12-20,1,1,1,2026-08-24T00:00:00.000
355,AM000355,222,1,Meridian AssetManufacturer 355,AssetManufacturer starter record 355,Morgan Adams,2020-12-21,2021-12-21,0,1,1,2026-08-24T00:00:00.000
356,AM000356,115,3,Beacon AssetManufacturer 356,AssetManufacturer starter record 356,Alex Reed,2020-12-22,2021-12-22,1,1,1,2026-08-24T00:00:00.000
357,AM000357,246,4,Ion AssetManufacturer 357,AssetManufacturer starter record 357,Jordan Patel,2020-12-23,2021-12-23,1,1,1,2026-08-24T00:00:00.000
358,AM000358,135,4,Unity AssetManufacturer 358,AssetManufacturer starter record 358,Finley Khan,2020-12-24,2021-12-24,1,1,1,2026-08-24T00:00:00.000
359,AM000359,117,3,Willow AssetManufacturer 359,AssetManufacturer starter record 359,Blair Martin,2020-12-25,2021-12-25,1,1,1,2026-08-24T00:00:00.000
360,AM000360,249,4,Granite AssetManufacturer 360,AssetManufacturer starter record 360,Emerson Chen,2020-12-26,2021-12-26,0,1,1,2026-08-24T00:00:00.000
361,AM000361,177,2,Harbor AssetManufacturer 361,AssetManufacturer starter record 361,Harper Martin,2020-12-27,2021-12-27,1,1,1,2026-08-24T00:00:00.000
362,AM000362,63,2,Delta AssetManufacturer 362,AssetManufacturer starter record 362,Casey Adams,2020-12-28,2021-12-28,1,1,1,2026-08-24T00:00:00.000
363,AM000363,242,2,Willow AssetManufacturer 363,AssetManufacturer starter record 363,Jordan Reed,2020-12-29,2021-12-29,1,1,1,2026-08-24T00:00:00.000
364,AM000364,145,4,Harbor AssetManufacturer 364,AssetManufacturer starter record 364,Taylor Khan,2020-12-30,2021-12-30,1,1,1,2026-08-24T00:00:00.000
365,AM000365,203,4,Evergreen AssetManufacturer 365,AssetManufacturer starter record 365,Quinn Khan,2020-12-31,2021-12-31,0,1,1,2026-08-24T00:00:00.000
366,AM000366,71,2,Summit AssetManufacturer 366,AssetManufacturer starter record 366,Casey Reed,2021-01-01,2022-01-01,1,1,1,2026-08-24T00:00:00.000
367,AM000367,220,3,Quartz AssetManufacturer 367,AssetManufacturer starter record 367,Harper Patel,2021-01-02,2022-01-02,1,1,1,2026-08-24T00:00:00.000
368,AM000368,41,1,Ion AssetManufacturer 368,AssetManufacturer starter record 368,Finley Bennett,2021-01-03,2022-01-03,1,1,1,2026-08-24T00:00:00.000
369,AM000369,204,1,Forge AssetManufacturer 369,AssetManufacturer starter record 369,Morgan Bennett,2021-01-04,2022-01-04,1,1,1,2026-08-24T00:00:00.000
370,AM000370,240,1,Forge AssetManufacturer 370,AssetManufacturer starter record 370,Emerson Evans,2021-01-05,2022-01-05,0,1,1,2026-08-24T00:00:00.000
371,AM000371,69,1,Cedar AssetManufacturer 371,AssetManufacturer starter record 371,Riley Hughes,2021-01-06,2022-01-06,1,1,1,2026-08-24T00:00:00.000
372,AM000372,188,3,Riverton AssetManufacturer 372,AssetManufacturer starter record 372,Blair Hughes,2021-01-07,2022-01-07,1,1,1,2026-08-24T00:00:00.000
373,AM000373,170,1,Atlas AssetManufacturer 373,AssetManufacturer starter record 373,Quinn Adams,2021-01-08,2022-01-08,1,1,1,2026-08-24T00:00:00.000
374,AM000374,133,2,Delta AssetManufacturer 374,AssetManufacturer starter record 374,Alex Garcia,2021-01-09,2022-01-09,1,1,1,2026-08-24T00:00:00.000
375,AM000375,58,2,Cedar AssetManufacturer 375,AssetManufacturer starter record 375,Harper Evans,2021-01-10,2022-01-10,0,1,1,2026-08-24T00:00:00.000
376,AM000376,217,2,Junction AssetManufacturer 376,AssetManufacturer starter record 376,Emerson Hughes,2021-01-11,2022-01-11,1,1,1,2026-08-24T00:00:00.000
377,AM000377,190,2,Atlas AssetManufacturer 377,AssetManufacturer starter record 377,Taylor Chen,2021-01-12,2022-01-12,1,1,1,2026-08-24T00:00:00.000
378,AM000378,146,1,Delta AssetManufacturer 378,AssetManufacturer starter record 378,Quinn Evans,2021-01-13,2022-01-13,1,1,1,2026-08-24T00:00:00.000
379,AM000379,72,3,Vertex AssetManufacturer 379,AssetManufacturer starter record 379,Taylor Martin,2021-01-14,2022-01-14,1,1,1,2026-08-24T00:00:00.000
380,AM000380,87,3,Liberty AssetManufacturer 380,AssetManufacturer starter record 380,Jordan Chen,2021-01-15,2022-01-15,0,1,1,2026-08-24T00:00:00.000
381,AM000381,50,4,Granite AssetManufacturer 381,AssetManufacturer starter record 381,Jordan Martin,2021-01-16,2022-01-16,1,1,1,2026-08-24T00:00:00.000
382,AM000382,123,1,Pioneer AssetManufacturer 382,AssetManufacturer starter record 382,Finley Reed,2021-01-17,2022-01-17,1,1,1,2026-08-24T00:00:00.000
383,AM000383,171,4,Unity AssetManufacturer 383,AssetManufacturer starter record 383,Blair Khan,2021-01-18,2022-01-18,1,1,1,2026-08-24T00:00:00.000
384,AM000384,144,4,Granite AssetManufacturer 384,AssetManufacturer starter record 384,Finley Adams,2021-01-19,2022-01-19,1,1,1,2026-08-24T00:00:00.000
385,AM000385,126,3,Ion AssetManufacturer 385,AssetManufacturer starter record 385,Riley Reed,2021-01-20,2022-01-20,0,1,1,2026-08-24T00:00:00.000
386,AM000386,219,3,Forge AssetManufacturer 386,AssetManufacturer starter record 386,Casey Martin,2021-01-21,2022-01-21,1,1,1,2026-08-24T00:00:00.000
387,AM000387,193,2,Liberty AssetManufacturer 387,AssetManufacturer starter record 387,Emerson Evans,2021-01-22,2022-01-22,1,1,1,2026-08-24T00:00:00.000
388,AM000388,230,1,Meridian AssetManufacturer 388,AssetManufacturer starter record 388,Alex Khan,2021-01-23,2022-01-23,1,1,1,2026-08-24T00:00:00.000
389,AM000389,41,2,Delta AssetManufacturer 389,AssetManufacturer starter record 389,Jordan Hughes,2021-01-24,2022-01-24,1,1,1,2026-08-24T00:00:00.000
390,AM000390,57,1,Titan AssetManufacturer 390,AssetManufacturer starter record 390,Jordan Adams,2021-01-25,2022-01-25,0,1,1,2026-08-24T00:00:00.000
391,AM000391,168,3,Summit AssetManufacturer 391,AssetManufacturer starter record 391,Emerson Diaz,2021-01-26,2022-01-26,1,1,1,2026-08-24T00:00:00.000
392,AM000392,170,4,Delta AssetManufacturer 392,AssetManufacturer starter record 392,Harper Reed,2021-01-27,2022-01-27,1,1,1,2026-08-24T00:00:00.000
393,AM000393,171,2,Liberty AssetManufacturer 393,AssetManufacturer starter record 393,Alex Bennett,2021-01-28,2022-01-28,1,1,1,2026-08-24T00:00:00.000
394,AM000394,13,3,Unity AssetManufacturer 394,AssetManufacturer starter record 394,Taylor Singh,2021-01-29,2022-01-29,1,1,1,2026-08-24T00:00:00.000
395,AM000395,5,2,Orion AssetManufacturer 395,AssetManufacturer starter record 395,Jordan Evans,2021-01-30,2022-01-30,0,1,1,2026-08-24T00:00:00.000
396,AM000396,54,1,Willow AssetManufacturer 396,AssetManufacturer starter record 396,Devon Chen,2021-01-31,2022-01-31,1,1,1,2026-08-24T00:00:00.000
397,AM000397,214,4,Pioneer AssetManufacturer 397,AssetManufacturer starter record 397,Harper Singh,2021-02-01,2022-02-01,1,1,1,2026-08-24T00:00:00.000
398,AM000398,172,1,Forge AssetManufacturer 398,AssetManufacturer starter record 398,Quinn Reed,2021-02-02,2022-02-02,1,1,1,2026-08-24T00:00:00.000
399,AM000399,159,2,Cedar AssetManufacturer 399,AssetManufacturer starter record 399,Riley Khan,2021-02-03,2022-02-03,1,1,1,2026-08-24T00:00:00.000
400,AM000400,24,1,Granite AssetManufacturer 400,AssetManufacturer starter record 400,Emerson Diaz,2021-02-04,2022-02-04,0,1,1,2026-08-24T00:00:00.000
401,AM000401,119,1,Northstar AssetManufacturer 401,AssetManufacturer starter record 401,Finley Bennett,2021-02-05,2022-02-05,1,1,1,2026-08-24T00:00:00.000
402,AM000402,141,1,Harbor AssetManufacturer 402,AssetManufacturer starter record 402,Casey Bennett,2021-02-06,2022-02-06,1,1,1,2026-08-24T00:00:00.000
403,AM000403,2,4,Liberty AssetManufacturer 403,AssetManufacturer starter record 403,Quinn Adams,2021-02-07,2022-02-07,1,1,1,2026-08-24T00:00:00.000
404,AM000404,120,1,Evergreen AssetManufacturer 404,AssetManufacturer starter record 404,Alex Garcia,2021-02-08,2022-02-08,1,1,1,2026-08-24T00:00:00.000
405,AM000405,176,1,Orion AssetManufacturer 405,AssetManufacturer starter record 405,Blair Hughes,2021-02-09,2022-02-09,0,1,1,2026-08-24T00:00:00.000
406,AM000406,40,1,Forge AssetManufacturer 406,AssetManufacturer starter record 406,Alex Hughes,2021-02-10,2022-02-10,1,1,1,2026-08-24T00:00:00.000
407,AM000407,100,4,Vertex AssetManufacturer 407,AssetManufacturer starter record 407,Blair Chen,2021-02-11,2022-02-11,1,1,1,2026-08-24T00:00:00.000
408,AM000408,239,1,Junction AssetManufacturer 408,AssetManufacturer starter record 408,Riley Reed,2021-02-12,2022-02-12,1,1,1,2026-08-24T00:00:00.000
409,AM000409,138,1,Liberty AssetManufacturer 409,AssetManufacturer starter record 409,Alex Bennett,2021-02-13,2022-02-13,1,1,1,2026-08-24T00:00:00.000
410,AM000410,239,3,Zenith AssetManufacturer 410,AssetManufacturer starter record 410,Harper Reed,2021-02-14,2022-02-14,0,1,1,2026-08-24T00:00:00.000
411,AM000411,75,2,Summit AssetManufacturer 411,AssetManufacturer starter record 411,Jordan Hughes,2021-02-15,2022-02-15,1,1,1,2026-08-24T00:00:00.000
412,AM000412,84,3,Riverton AssetManufacturer 412,AssetManufacturer starter record 412,Quinn Garcia,2021-02-16,2022-02-16,1,1,1,2026-08-24T00:00:00.000
413,AM000413,175,4,Granite AssetManufacturer 413,AssetManufacturer starter record 413,Finley Bennett,2021-02-17,2022-02-17,1,1,1,2026-08-24T00:00:00.000
414,AM000414,96,4,Meridian AssetManufacturer 414,AssetManufacturer starter record 414,Harper Garcia,2021-02-18,2022-02-18,1,1,1,2026-08-24T00:00:00.000
415,AM000415,240,4,Granite AssetManufacturer 415,AssetManufacturer starter record 415,Quinn Hughes,2021-02-19,2022-02-19,0,1,1,2026-08-24T00:00:00.000
416,AM000416,75,3,Riverton AssetManufacturer 416,AssetManufacturer starter record 416,Quinn Chen,2021-02-20,2022-02-20,1,1,1,2026-08-24T00:00:00.000
417,AM000417,154,2,Delta AssetManufacturer 417,AssetManufacturer starter record 417,Morgan Singh,2021-02-21,2022-02-21,1,1,1,2026-08-24T00:00:00.000
418,AM000418,113,4,Cedar AssetManufacturer 418,AssetManufacturer starter record 418,Riley Bennett,2021-02-22,2022-02-22,1,1,1,2026-08-24T00:00:00.000
419,AM000419,236,4,Junction AssetManufacturer 419,AssetManufacturer starter record 419,Quinn Hughes,2021-02-23,2022-02-23,1,1,1,2026-08-24T00:00:00.000
420,AM000420,81,4,Harbor AssetManufacturer 420,AssetManufacturer starter record 420,Blair Adams,2021-02-24,2022-02-24,0,1,1,2026-08-24T00:00:00.000
421,AM000421,72,4,Zenith AssetManufacturer 421,AssetManufacturer starter record 421,Harper Chen,2021-02-25,2022-02-25,1,1,1,2026-08-24T00:00:00.000
422,AM000422,31,4,Northstar AssetManufacturer 422,AssetManufacturer starter record 422,Riley Chen,2021-02-26,2022-02-26,1,1,1,2026-08-24T00:00:00.000
423,AM000423,191,3,Quartz AssetManufacturer 423,AssetManufacturer starter record 423,Jordan Evans,2021-02-27,2022-02-27,1,1,1,2026-08-24T00:00:00.000
424,AM000424,18,2,Summit AssetManufacturer 424,AssetManufacturer starter record 424,Harper Patel,2021-02-28,2022-02-28,1,1,1,2026-08-24T00:00:00.000
425,AM000425,148,2,Atlas AssetManufacturer 425,AssetManufacturer starter record 425,Taylor Adams,2021-03-01,2022-03-01,0,1,1,2026-08-24T00:00:00.000
426,AM000426,2,3,Pioneer AssetManufacturer 426,AssetManufacturer starter record 426,Emerson Singh,2021-03-02,2022-03-02,1,1,1,2026-08-24T00:00:00.000
427,AM000427,9,1,Riverton AssetManufacturer 427,AssetManufacturer starter record 427,Taylor Bennett,2021-03-03,2022-03-03,1,1,1,2026-08-24T00:00:00.000
428,AM000428,143,4,Cedar AssetManufacturer 428,AssetManufacturer starter record 428,Jordan Khan,2021-03-04,2022-03-04,1,1,1,2026-08-24T00:00:00.000
429,AM000429,211,4,Titan AssetManufacturer 429,AssetManufacturer starter record 429,Riley Evans,2021-03-05,2022-03-05,1,1,1,2026-08-24T00:00:00.000
430,AM000430,133,3,Northstar AssetManufacturer 430,AssetManufacturer starter record 430,Emerson Garcia,2021-03-06,2022-03-06,0,1,1,2026-08-24T00:00:00.000
431,AM000431,94,4,Vertex AssetManufacturer 431,AssetManufacturer starter record 431,Emerson Patel,2021-03-07,2022-03-07,1,1,1,2026-08-24T00:00:00.000
432,AM000432,93,4,Ion AssetManufacturer 432,AssetManufacturer starter record 432,Casey Reed,2021-03-08,2022-03-08,1,1,1,2026-08-24T00:00:00.000
433,AM000433,139,3,Cedar AssetManufacturer 433,AssetManufacturer starter record 433,Casey Adams,2021-03-09,2022-03-09,1,1,1,2026-08-24T00:00:00.000
434,AM000434,173,1,Vertex AssetManufacturer 434,AssetManufacturer starter record 434,Finley Reed,2021-03-10,2022-03-10,1,1,1,2026-08-24T00:00:00.000
435,AM000435,222,3,Vertex AssetManufacturer 435,AssetManufacturer starter record 435,Casey Hughes,2021-03-11,2022-03-11,0,1,1,2026-08-24T00:00:00.000
436,AM000436,165,4,Liberty AssetManufacturer 436,AssetManufacturer starter record 436,Harper Adams,2021-03-12,2022-03-12,1,1,1,2026-08-24T00:00:00.000
437,AM000437,142,2,Unity AssetManufacturer 437,AssetManufacturer starter record 437,Quinn Hughes,2021-03-13,2022-03-13,1,1,1,2026-08-24T00:00:00.000
438,AM000438,128,2,Evergreen AssetManufacturer 438,AssetManufacturer starter record 438,Emerson Evans,2021-03-14,2022-03-14,1,1,1,2026-08-24T00:00:00.000
439,AM000439,120,3,Liberty AssetManufacturer 439,AssetManufacturer starter record 439,Quinn Martin,2021-03-15,2022-03-15,1,1,1,2026-08-24T00:00:00.000
440,AM000440,161,1,Beacon AssetManufacturer 440,AssetManufacturer starter record 440,Casey Diaz,2021-03-16,2022-03-16,0,1,1,2026-08-24T00:00:00.000
441,AM000441,56,1,Keystone AssetManufacturer 441,AssetManufacturer starter record 441,Finley Bennett,2021-03-17,2022-03-17,1,1,1,2026-08-24T00:00:00.000
442,AM000442,127,3,Titan AssetManufacturer 442,AssetManufacturer starter record 442,Blair Bennett,2021-03-18,2022-03-18,1,1,1,2026-08-24T00:00:00.000
443,AM000443,221,1,Titan AssetManufacturer 443,AssetManufacturer starter record 443,Morgan Garcia,2021-03-19,2022-03-19,1,1,1,2026-08-24T00:00:00.000
444,AM000444,202,1,Riverton AssetManufacturer 444,AssetManufacturer starter record 444,Taylor Reed,2021-03-20,2022-03-20,1,1,1,2026-08-24T00:00:00.000
445,AM000445,247,1,Vertex AssetManufacturer 445,AssetManufacturer starter record 445,Devon Singh,2021-03-21,2022-03-21,0,1,1,2026-08-24T00:00:00.000
446,AM000446,52,3,Vertex AssetManufacturer 446,AssetManufacturer starter record 446,Emerson Garcia,2021-03-22,2022-03-22,1,1,1,2026-08-24T00:00:00.000
447,AM000447,189,3,Junction AssetManufacturer 447,AssetManufacturer starter record 447,Alex Patel,2021-03-23,2022-03-23,1,1,1,2026-08-24T00:00:00.000
448,AM000448,148,1,Delta AssetManufacturer 448,AssetManufacturer starter record 448,Morgan Singh,2021-03-24,2022-03-24,1,1,1,2026-08-24T00:00:00.000
449,AM000449,81,3,Delta AssetManufacturer 449,AssetManufacturer starter record 449,Finley Patel,2021-03-25,2022-03-25,1,1,1,2026-08-24T00:00:00.000
450,AM000450,154,3,Junction AssetManufacturer 450,AssetManufacturer starter record 450,Devon Hughes,2021-03-26,2022-03-26,0,1,1,2026-08-24T00:00:00.000
451,AM000451,35,3,Vertex AssetManufacturer 451,AssetManufacturer starter record 451,Finley Khan,2021-03-27,2022-03-27,1,1,1,2026-08-24T00:00:00.000
452,AM000452,82,1,Titan AssetManufacturer 452,AssetManufacturer starter record 452,Alex Chen,2021-03-28,2022-03-28,1,1,1,2026-08-24T00:00:00.000
453,AM000453,181,2,Zenith AssetManufacturer 453,AssetManufacturer starter record 453,Morgan Diaz,2021-03-29,2022-03-29,1,1,1,2026-08-24T00:00:00.000
454,AM000454,226,2,Titan AssetManufacturer 454,AssetManufacturer starter record 454,Devon Bennett,2021-03-30,2022-03-30,1,1,1,2026-08-24T00:00:00.000
455,AM000455,35,4,Titan AssetManufacturer 455,AssetManufacturer starter record 455,Taylor Patel,2021-03-31,2022-03-31,0,1,1,2026-08-24T00:00:00.000
456,AM000456,131,3,Meridian AssetManufacturer 456,AssetManufacturer starter record 456,Harper Patel,2021-04-01,2022-04-01,1,1,1,2026-08-24T00:00:00.000
457,AM000457,250,4,Vertex AssetManufacturer 457,AssetManufacturer starter record 457,Morgan Reed,2021-04-02,2022-04-02,1,1,1,2026-08-24T00:00:00.000
458,AM000458,148,3,Willow AssetManufacturer 458,AssetManufacturer starter record 458,Alex Martin,2021-04-03,2022-04-03,1,1,1,2026-08-24T00:00:00.000
459,AM000459,180,1,Keystone AssetManufacturer 459,AssetManufacturer starter record 459,Devon Khan,2021-04-04,2022-04-04,1,1,1,2026-08-24T00:00:00.000
460,AM000460,125,3,Titan AssetManufacturer 460,AssetManufacturer starter record 460,Blair Khan,2021-04-05,2022-04-05,0,1,1,2026-08-24T00:00:00.000
461,AM000461,96,3,Harbor AssetManufacturer 461,AssetManufacturer starter record 461,Taylor Patel,2021-04-06,2022-04-06,1,1,1,2026-08-24T00:00:00.000
462,AM000462,235,3,Quartz AssetManufacturer 462,AssetManufacturer starter record 462,Blair Chen,2021-04-07,2022-04-07,1,1,1,2026-08-24T00:00:00.000
463,AM000463,169,3,Willow AssetManufacturer 463,AssetManufacturer starter record 463,Blair Martin,2021-04-08,2022-04-08,1,1,1,2026-08-24T00:00:00.000
464,AM000464,62,2,Summit AssetManufacturer 464,AssetManufacturer starter record 464,Morgan Diaz,2021-04-09,2022-04-09,1,1,1,2026-08-24T00:00:00.000
465,AM000465,244,3,Atlas AssetManufacturer 465,AssetManufacturer starter record 465,Quinn Patel,2021-04-10,2022-04-10,0,1,1,2026-08-24T00:00:00.000
466,AM000466,90,1,Meridian AssetManufacturer 466,AssetManufacturer starter record 466,Riley Reed,2021-04-11,2022-04-11,1,1,1,2026-08-24T00:00:00.000
467,AM000467,223,3,Harbor AssetManufacturer 467,AssetManufacturer starter record 467,Quinn Garcia,2021-04-12,2022-04-12,1,1,1,2026-08-24T00:00:00.000
468,AM000468,108,4,Forge AssetManufacturer 468,AssetManufacturer starter record 468,Blair Khan,2021-04-13,2022-04-13,1,1,1,2026-08-24T00:00:00.000
469,AM000469,109,1,Atlas AssetManufacturer 469,AssetManufacturer starter record 469,Morgan Hughes,2021-04-14,2022-04-14,1,1,1,2026-08-24T00:00:00.000
470,AM000470,173,3,Beacon AssetManufacturer 470,AssetManufacturer starter record 470,Blair Hughes,2021-04-15,2022-04-15,0,1,1,2026-08-24T00:00:00.000
471,AM000471,72,4,Forge AssetManufacturer 471,AssetManufacturer starter record 471,Riley Khan,2021-04-16,2022-04-16,1,1,1,2026-08-24T00:00:00.000
472,AM000472,132,1,Willow AssetManufacturer 472,AssetManufacturer starter record 472,Emerson Evans,2021-04-17,2022-04-17,1,1,1,2026-08-24T00:00:00.000
473,AM000473,137,1,Granite AssetManufacturer 473,AssetManufacturer starter record 473,Jordan Garcia,2021-04-18,2022-04-18,1,1,1,2026-08-24T00:00:00.000
474,AM000474,108,3,Evergreen AssetManufacturer 474,AssetManufacturer starter record 474,Emerson Bennett,2021-04-19,2022-04-19,1,1,1,2026-08-24T00:00:00.000
475,AM000475,241,4,Zenith AssetManufacturer 475,AssetManufacturer starter record 475,Riley Evans,2021-04-20,2022-04-20,0,1,1,2026-08-24T00:00:00.000
476,AM000476,206,2,Vertex AssetManufacturer 476,AssetManufacturer starter record 476,Jordan Singh,2021-04-21,2022-04-21,1,1,1,2026-08-24T00:00:00.000
477,AM000477,55,2,Summit AssetManufacturer 477,AssetManufacturer starter record 477,Alex Martin,2021-04-22,2022-04-22,1,1,1,2026-08-24T00:00:00.000
478,AM000478,20,4,Beacon AssetManufacturer 478,AssetManufacturer starter record 478,Jordan Martin,2021-04-23,2022-04-23,1,1,1,2026-08-24T00:00:00.000
479,AM000479,146,2,Unity AssetManufacturer 479,AssetManufacturer starter record 479,Quinn Chen,2021-04-24,2022-04-24,1,1,1,2026-08-24T00:00:00.000
480,AM000480,84,3,Granite AssetManufacturer 480,AssetManufacturer starter record 480,Riley Hughes,2021-04-25,2022-04-25,0,1,1,2026-08-24T00:00:00.000
481,AM000481,190,3,Beacon AssetManufacturer 481,AssetManufacturer starter record 481,Devon Bennett,2021-04-26,2022-04-26,1,1,1,2026-08-24T00:00:00.000
482,AM000482,57,4,Riverton AssetManufacturer 482,AssetManufacturer starter record 482,Taylor Reed,2021-04-27,2022-04-27,1,1,1,2026-08-24T00:00:00.000
483,AM000483,46,2,Northstar AssetManufacturer 483,AssetManufacturer starter record 483,Alex Chen,2021-04-28,2022-04-28,1,1,1,2026-08-24T00:00:00.000
484,AM000484,142,4,Vertex AssetManufacturer 484,AssetManufacturer starter record 484,Finley Patel,2021-04-29,2022-04-29,1,1,1,2026-08-24T00:00:00.000
485,AM000485,219,3,Forge AssetManufacturer 485,AssetManufacturer starter record 485,Devon Chen,2021-04-30,2022-04-30,0,1,1,2026-08-24T00:00:00.000
486,AM000486,73,2,Pioneer AssetManufacturer 486,AssetManufacturer starter record 486,Riley Khan,2021-05-01,2022-05-01,1,1,1,2026-08-24T00:00:00.000
487,AM000487,201,4,Keystone AssetManufacturer 487,AssetManufacturer starter record 487,Taylor Martin,2021-05-02,2022-05-02,1,1,1,2026-08-24T00:00:00.000
488,AM000488,63,1,Harbor AssetManufacturer 488,AssetManufacturer starter record 488,Devon Diaz,2021-05-03,2022-05-03,1,1,1,2026-08-24T00:00:00.000
489,AM000489,24,4,Keystone AssetManufacturer 489,AssetManufacturer starter record 489,Riley Evans,2021-05-04,2022-05-04,1,1,1,2026-08-24T00:00:00.000
490,AM000490,47,4,Evergreen AssetManufacturer 490,AssetManufacturer starter record 490,Finley Patel,2021-05-05,2022-05-05,0,1,1,2026-08-24T00:00:00.000
491,AM000491,98,1,Orion AssetManufacturer 491,AssetManufacturer starter record 491,Devon Khan,2021-05-06,2022-05-06,1,1,1,2026-08-24T00:00:00.000
492,AM000492,6,1,Quartz AssetManufacturer 492,AssetManufacturer starter record 492,Emerson Chen,2021-05-07,2022-05-07,1,1,1,2026-08-24T00:00:00.000
493,AM000493,10,2,Zenith AssetManufacturer 493,AssetManufacturer starter record 493,Casey Patel,2021-05-08,2022-05-08,1,1,1,2026-08-24T00:00:00.000
494,AM000494,45,2,Willow AssetManufacturer 494,AssetManufacturer starter record 494,Taylor Garcia,2021-05-09,2022-05-09,1,1,1,2026-08-24T00:00:00.000
495,AM000495,213,3,Summit AssetManufacturer 495,AssetManufacturer starter record 495,Finley Reed,2021-05-10,2022-05-10,0,1,1,2026-08-24T00:00:00.000
496,AM000496,208,2,Pioneer AssetManufacturer 496,AssetManufacturer starter record 496,Blair Patel,2021-05-11,2022-05-11,1,1,1,2026-08-24T00:00:00.000
497,AM000497,20,1,Granite AssetManufacturer 497,AssetManufacturer starter record 497,Alex Chen,2021-05-12,2022-05-12,1,1,1,2026-08-24T00:00:00.000
498,AM000498,145,4,Summit AssetManufacturer 498,AssetManufacturer starter record 498,Taylor Diaz,2021-05-13,2022-05-13,1,1,1,2026-08-24T00:00:00.000
499,AM000499,36,2,Summit AssetManufacturer 499,AssetManufacturer starter record 499,Finley Adams,2021-05-14,2022-05-14,1,1,1,2026-08-24T00:00:00.000
500,AM000500,34,4,Zenith AssetManufacturer 500,AssetManufacturer starter record 500,Casey Singh,2021-05-15,2022-05-15,0,1,1,2026-08-24T00:00:00.000
