EmployeeKey,EmployeeNumber,EmployeeJobRoleKey,EmployeePayGradeKey,SupervisorEmployeeKey,EmployeeUnionKey,EmploymentTypeKey,LanguageKey,RecordStatusKey,ShiftCodeKey,EmployeeFullName,PreferredName,HireDate,TerminationDate,EmailAddress,SupervisorEmployeeNumber,StandardHourlyRateAmount,HomePlantCode,BadgeNumber,SafetyTrainingCurrentFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
155,E000155,185,74,-1,20,2,31,4,11,Jordan Bennett,Quartz Employee 155,2020-06-04,2020-06-04,user155@example.com,E000155,0.0155,E000155,E000155,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97cc61217ef051059382ea45e41b557797cc61217ef051059382ea45e41b5577
156,E000156,351,5,-1,5,8,32,2,5,Riley Patel,Beacon Employee 156,2020-06-05,2020-06-05,user156@example.com,E000156,0.0156,E000156,E000156,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05c93ab7a017521a95dcadf3a26935c005c93ab7a017521a95dcadf3a26935c0
157,E000157,55,4,-1,1,2,37,3,4,Morgan Martin,Junction Employee 157,2020-06-06,2020-06-06,user157@example.com,E000157,0.0157,E000157,E000157,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a7551802c31538189b142fc6c5db3031a7551802c31538189b142fc6c5db303
158,E000158,497,9,-1,36,5,3,2,3,Riley Bennett,Zenith Employee 158,2020-06-07,2020-06-07,user158@example.com,E000158,0.0158,E000158,E000158,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5edd549ba28e5e3084691ba8f076a2285edd549ba28e5e3084691ba8f076a228
159,E000159,67,12,-1,48,8,12,4,5,Emerson Garcia,Vertex Employee 159,2020-06-08,2020-06-08,user159@example.com,E000159,0.0159,E000159,E000159,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25e7318cba295b2a998e600f1013776b25e7318cba295b2a998e600f1013776b
160,E000160,303,76,-1,39,6,26,1,5,Emerson Bennett,Northstar Employee 160,2020-06-09,2020-06-09,user160@example.com,E000160,0.0160,E000160,E000160,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2929a1fa6e5e5ef299e4283b79b8b4432929a1fa6e5e5ef299e4283b79b8b443
161,E000161,242,35,-1,14,1,39,4,6,Alex Diaz,Riverton Employee 161,2020-06-10,2020-06-10,user161@example.com,E000161,0.0161,E000161,E000161,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4084a9bf2f595048895e1e7934eb5ce74084a9bf2f595048895e1e7934eb5ce7
162,E000162,59,45,-1,44,3,25,1,7,Jordan Chen,Atlas Employee 162,2020-06-11,2020-06-11,user162@example.com,E000162,0.0162,E000162,E000162,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de055b837c75ba18bfa525633c70cd05de055b837c75ba18bfa525633c70cd0
163,E000163,332,59,-1,34,3,39,4,12,Taylor Martin,Quartz Employee 163,2020-06-12,2020-06-12,user163@example.com,E000163,0.0163,E000163,E000163,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2178e1a7ef0257268d816888f0ecacf72178e1a7ef0257268d816888f0ecacf7
164,E000164,124,5,-1,8,5,17,1,4,Casey Reed,Summit Employee 164,2020-06-13,2020-06-13,user164@example.com,E000164,0.0164,E000164,E000164,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e00282846d5b82abe77c80cabac1eac1e00282846d5b82abe77c80cabac1ea
165,E000165,427,69,-1,45,2,32,2,7,Morgan Garcia,Vertex Employee 165,2020-06-14,2020-06-14,user165@example.com,E000165,0.0165,E000165,E000165,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a6da310be7657fd81f0f25d91e37b2a2a6da310be7657fd81f0f25d91e37b2a
166,E000166,420,73,-1,53,4,30,4,12,Quinn Hughes,Beacon Employee 166,2020-06-15,2020-06-15,user166@example.com,E000166,0.0166,E000166,E000166,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18580011680359eab31f8ffa517c191418580011680359eab31f8ffa517c1914
167,E000167,85,62,-1,9,7,17,2,4,Harper Singh,Keystone Employee 167,2020-06-16,2020-06-16,user167@example.com,E000167,0.0167,E000167,E000167,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfca1be211135850919f27de2e9c8ddcbfca1be211135850919f27de2e9c8ddc
168,E000168,170,49,-1,35,5,25,2,6,Harper Khan,Northstar Employee 168,2020-06-17,2020-06-17,user168@example.com,E000168,0.0168,E000168,E000168,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b687907ac5bd5347a565942e72e797fab687907ac5bd5347a565942e72e797fa
169,E000169,314,72,-1,12,8,18,1,5,Taylor Khan,Northstar Employee 169,2020-06-18,2020-06-18,user169@example.com,E000169,0.0169,E000169,E000169,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,617c4c9dca4a58d294fabbfeb82280f6617c4c9dca4a58d294fabbfeb82280f6
170,E000170,399,79,-1,17,2,17,3,4,Emerson Diaz,Junction Employee 170,2020-06-19,2020-06-19,user170@example.com,E000170,0.0170,E000170,E000170,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ddfde2b3e7a5061a4dada3cefcf9ebd1ddfde2b3e7a5061a4dada3cefcf9ebd
171,E000171,284,78,-1,23,2,34,3,2,Devon Hughes,Quartz Employee 171,2020-06-20,2020-06-20,user171@example.com,E000171,0.0171,E000171,E000171,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fd5747e207c5881a151d3879218f9527fd5747e207c5881a151d3879218f952
172,E000172,484,38,-1,19,4,38,1,8,Quinn Diaz,Forge Employee 172,2020-06-21,2020-06-21,user172@example.com,E000172,0.0172,E000172,E000172,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f039a49177850c280f9b0d92916ab9c6f039a49177850c280f9b0d92916ab9c
173,E000173,6,23,-1,49,2,30,3,6,Jordan Singh,Cedar Employee 173,2020-06-22,2020-06-22,user173@example.com,E000173,0.0173,E000173,E000173,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95b1d89049455790862f5e22e517d02295b1d89049455790862f5e22e517d022
174,E000174,334,30,-1,29,7,24,4,12,Riley Patel,Orion Employee 174,2020-06-23,2020-06-23,user174@example.com,E000174,0.0174,E000174,E000174,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27684e9e423459cfa0d638396e6a3c9227684e9e423459cfa0d638396e6a3c92
175,E000175,475,37,-1,54,1,34,3,2,Harper Hughes,Orion Employee 175,2020-06-24,2020-06-24,user175@example.com,E000175,0.0175,E000175,E000175,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0130c747488a5fc3ad3c61f750fcd1c00130c747488a5fc3ad3c61f750fcd1c0
176,E000176,369,43,-1,17,6,23,3,1,Devon Martin,Unity Employee 176,2020-06-25,2020-06-25,user176@example.com,E000176,0.0176,E000176,E000176,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f6acd940295bdfaa643efa0383cd1995f6acd940295bdfaa643efa0383cd19
177,E000177,104,12,-1,2,2,5,3,3,Alex Martin,Harbor Employee 177,2020-06-26,2020-06-26,user177@example.com,E000177,0.0177,E000177,E000177,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde16b9f143d5c07ac9dea0113734d59dde16b9f143d5c07ac9dea0113734d59
178,E000178,280,68,-1,3,4,38,3,7,Finley Martin,Harbor Employee 178,2020-06-27,2020-06-27,user178@example.com,E000178,0.0178,E000178,E000178,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1045178e20545291819158224d919f851045178e20545291819158224d919f85
179,E000179,470,19,-1,50,4,37,4,2,Jordan Martin,Meridian Employee 179,2020-06-28,2020-06-28,user179@example.com,E000179,0.0179,E000179,E000179,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cd93c796215509e988597c0454c3a9f3cd93c796215509e988597c0454c3a9f
180,E000180,161,60,-1,5,3,9,4,3,Finley Garcia,Granite Employee 180,2020-06-29,2020-06-29,user180@example.com,E000180,0.0180,E000180,E000180,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06b3293417dd5dc486ddc5ecd347ac1e06b3293417dd5dc486ddc5ecd347ac1e
181,E000181,36,37,-1,17,2,21,4,8,Jordan Hughes,Junction Employee 181,2020-06-30,2020-06-30,user181@example.com,E000181,0.0181,E000181,E000181,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3287f0230271546d95b6d79c6b38c5263287f0230271546d95b6d79c6b38c526
182,E000182,66,22,-1,60,1,12,4,4,Riley Reed,Evergreen Employee 182,2020-07-01,2020-07-01,user182@example.com,E000182,0.0182,E000182,E000182,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba12bd13ab13547ba079b1ed7dcac357ba12bd13ab13547ba079b1ed7dcac357
183,E000183,408,38,-1,26,1,19,3,5,Devon Khan,Orion Employee 183,2020-07-02,2020-07-02,user183@example.com,E000183,0.0183,E000183,E000183,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1370a148436524b9ba3954a65ccf124c1370a148436524b9ba3954a65ccf124
184,E000184,431,29,-1,21,4,8,4,12,Blair Khan,Vertex Employee 184,2020-07-03,2020-07-03,user184@example.com,E000184,0.0184,E000184,E000184,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55cb5bb8845958a681c69726b5c009dd55cb5bb8845958a681c69726b5c009dd
185,E000185,499,23,-1,31,8,17,3,8,Riley Reed,Willow Employee 185,2020-07-04,2020-07-04,user185@example.com,E000185,0.0185,E000185,E000185,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d652ff7b228f5b02b486d9846a8bb10dd652ff7b228f5b02b486d9846a8bb10d
186,E000186,243,73,-1,44,1,22,2,4,Riley Hughes,Evergreen Employee 186,2020-07-05,2020-07-05,user186@example.com,E000186,0.0186,E000186,E000186,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14ea8bdd285a5bed940a14680667aed614ea8bdd285a5bed940a14680667aed6
187,E000187,436,15,-1,34,7,33,3,2,Finley Hughes,Meridian Employee 187,2020-07-06,2020-07-06,user187@example.com,E000187,0.0187,E000187,E000187,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d15df15b5e7a5ce396b4b212dc628d98d15df15b5e7a5ce396b4b212dc628d98
188,E000188,10,1,-1,18,6,20,3,1,Blair Reed,Summit Employee 188,2020-07-07,2020-07-07,user188@example.com,E000188,0.0188,E000188,E000188,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec724b5c38d5f25ba880d3e387b0ad0fec724b5c38d5f25ba880d3e387b0ad0
189,E000189,156,41,-1,9,8,19,2,9,Casey Martin,Forge Employee 189,2020-07-08,2020-07-08,user189@example.com,E000189,0.0189,E000189,E000189,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6d67ec31b0e5946a966395c25c7ebdbd6d67ec31b0e5946a966395c25c7ebdb
190,E000190,232,33,-1,19,2,19,1,8,Devon Hughes,Northstar Employee 190,2020-07-09,2020-07-09,user190@example.com,E000190,0.0190,E000190,E000190,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,600bd225963255008a1c79c30fb64669600bd225963255008a1c79c30fb64669
191,E000191,465,46,-1,17,1,28,2,6,Jordan Diaz,Forge Employee 191,2020-07-10,2020-07-10,user191@example.com,E000191,0.0191,E000191,E000191,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e102c9b4f5eb51e5a077e75d529f69f2e102c9b4f5eb51e5a077e75d529f69f2
192,E000192,268,66,-1,6,3,5,3,1,Harper Reed,Granite Employee 192,2020-07-11,2020-07-11,user192@example.com,E000192,0.0192,E000192,E000192,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a4fdf00a69c5f239300edc8eb0a22509a4fdf00a69c5f239300edc8eb0a2250
193,E000193,451,29,-1,47,2,35,2,1,Finley Hughes,Forge Employee 193,2020-07-12,2020-07-12,user193@example.com,E000193,0.0193,E000193,E000193,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f15f31151cfc5269a1f416db38d50176f15f31151cfc5269a1f416db38d50176
194,E000194,331,6,-1,35,1,18,2,1,Finley Patel,Liberty Employee 194,2020-07-13,2020-07-13,user194@example.com,E000194,0.0194,E000194,E000194,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1cb3a110952587f8238aea10128a0b0f1cb3a110952587f8238aea10128a0b0
195,E000195,341,35,-1,32,7,4,4,11,Blair Bennett,Cedar Employee 195,2020-07-14,2020-07-14,user195@example.com,E000195,0.0195,E000195,E000195,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fde64a53df95ff1a7dc7492bd412dd77fde64a53df95ff1a7dc7492bd412dd7
196,E000196,76,46,-1,57,3,10,2,10,Riley Hughes,Forge Employee 196,2020-07-15,2020-07-15,user196@example.com,E000196,0.0196,E000196,E000196,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdf1a1c9f6ab53e784159b0469ef57b2cdf1a1c9f6ab53e784159b0469ef57b2
197,E000197,257,63,-1,5,8,11,2,1,Blair Diaz,Summit Employee 197,2020-07-16,2020-07-16,user197@example.com,E000197,0.0197,E000197,E000197,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,215c1b9cb665531d997fcfebc2ddd53e215c1b9cb665531d997fcfebc2ddd53e
198,E000198,97,43,-1,39,2,23,4,10,Alex Garcia,Harbor Employee 198,2020-07-17,2020-07-17,user198@example.com,E000198,0.0198,E000198,E000198,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,307114c1cb92580e9091ed73fddc16ec307114c1cb92580e9091ed73fddc16ec
199,E000199,303,14,-1,32,6,27,3,3,Casey Bennett,Liberty Employee 199,2020-07-18,2020-07-18,user199@example.com,E000199,0.0199,E000199,E000199,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10e13d78dd195a40bc847c22364d14bb10e13d78dd195a40bc847c22364d14bb
200,E000200,196,24,-1,38,8,13,2,6,Finley Martin,Cedar Employee 200,2020-07-19,2020-07-19,user200@example.com,E000200,0.0200,E000200,E000200,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc4c7413301c5a51901f6252823a1b55dc4c7413301c5a51901f6252823a1b55
201,E000201,473,80,-1,14,4,14,3,5,Alex Evans,Zenith Employee 201,2020-07-20,2020-07-20,user201@example.com,E000201,0.0201,E000201,E000201,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6350d24d44845440887501f9ec6843486350d24d44845440887501f9ec684348
202,E000202,368,31,-1,27,8,6,3,11,Finley Diaz,Willow Employee 202,2020-07-21,2020-07-21,user202@example.com,E000202,0.0202,E000202,E000202,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc7b9da57725b2fb625fdedc62be7053cc7b9da57725b2fb625fdedc62be705
203,E000203,255,20,-1,9,6,10,1,10,Taylor Adams,Meridian Employee 203,2020-07-22,2020-07-22,user203@example.com,E000203,0.0203,E000203,E000203,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,606b6e22cc825a8bb9fd928437e6a7f8606b6e22cc825a8bb9fd928437e6a7f8
204,E000204,302,13,-1,57,7,40,4,2,Blair Bennett,Willow Employee 204,2020-07-23,2020-07-23,user204@example.com,E000204,0.0204,E000204,E000204,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63e6499195665d779e16d27427a106ea63e6499195665d779e16d27427a106ea
205,E000205,340,65,-1,23,8,12,3,9,Blair Singh,Unity Employee 205,2020-07-24,2020-07-24,user205@example.com,E000205,0.0205,E000205,E000205,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e442ce9d33e759d2b09abec011924e95e442ce9d33e759d2b09abec011924e95
206,E000206,240,3,-1,58,5,9,1,6,Devon Martin,Orion Employee 206,2020-07-25,2020-07-25,user206@example.com,E000206,0.0206,E000206,E000206,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01d6976229b25ca9a7a786ca7b34ed3401d6976229b25ca9a7a786ca7b34ed34
207,E000207,316,16,-1,45,8,40,4,12,Jordan Martin,Summit Employee 207,2020-07-26,2020-07-26,user207@example.com,E000207,0.0207,E000207,E000207,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,370f222bf00e55b7975b8eacebce7ea0370f222bf00e55b7975b8eacebce7ea0
208,E000208,145,67,-1,3,5,18,1,11,Morgan Chen,Pioneer Employee 208,2020-07-27,2020-07-27,user208@example.com,E000208,0.0208,E000208,E000208,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd71b3c3b710519988e955a0daba5dd8fd71b3c3b710519988e955a0daba5dd8
209,E000209,7,58,-1,27,7,26,1,10,Finley Adams,Northstar Employee 209,2020-07-28,2020-07-28,user209@example.com,E000209,0.0209,E000209,E000209,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,657ae485927f535e828572b97e5cab73657ae485927f535e828572b97e5cab73
210,E000210,206,63,-1,5,8,4,1,12,Emerson Martin,Riverton Employee 210,2020-07-29,2020-07-29,user210@example.com,E000210,0.0210,E000210,E000210,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad6e9bf6fb25fc2b99072f72594bd260ad6e9bf6fb25fc2b99072f72594bd26
211,E000211,470,56,-1,10,4,32,2,9,Morgan Khan,Evergreen Employee 211,2020-07-30,2020-07-30,user211@example.com,E000211,0.0211,E000211,E000211,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ebaa0f7c8e25e4ab6d850003ea05cdc9ebaa0f7c8e25e4ab6d850003ea05cdc
212,E000212,385,29,-1,27,5,7,3,12,Morgan Diaz,Delta Employee 212,2020-07-31,2020-07-31,user212@example.com,E000212,0.0212,E000212,E000212,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9c0395795c151219e1c7d5b5dab3957c9c0395795c151219e1c7d5b5dab3957
213,E000213,289,73,-1,3,8,33,4,5,Blair Diaz,Willow Employee 213,2020-08-01,2020-08-01,user213@example.com,E000213,0.0213,E000213,E000213,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd8381fe2a9c5975b62c5ea21d9a4feadd8381fe2a9c5975b62c5ea21d9a4fea
214,E000214,250,49,-1,50,8,5,3,4,Alex Bennett,Atlas Employee 214,2020-08-02,2020-08-02,user214@example.com,E000214,0.0214,E000214,E000214,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e509950e8b6580e99318ee0d63688b49e509950e8b6580e99318ee0d63688b4
215,E000215,85,51,-1,47,5,37,4,1,Blair Adams,Titan Employee 215,2020-08-03,2020-08-03,user215@example.com,E000215,0.0215,E000215,E000215,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78baeb3ff4d254af97009376b2e72ed878baeb3ff4d254af97009376b2e72ed8
216,E000216,172,4,-1,36,2,15,4,4,Quinn Singh,Delta Employee 216,2020-08-04,2020-08-04,user216@example.com,E000216,0.0216,E000216,E000216,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82cf65f48ed75b8a9c404059e25eede182cf65f48ed75b8a9c404059e25eede1
217,E000217,390,70,-1,34,5,11,3,10,Blair Garcia,Ion Employee 217,2020-08-05,2020-08-05,user217@example.com,E000217,0.0217,E000217,E000217,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e9e09e252ef5d7a8c8473c6e479c4310e9e09e252ef5d7a8c8473c6e479c431
218,E000218,80,44,-1,14,8,35,3,7,Riley Garcia,Forge Employee 218,2020-08-06,2020-08-06,user218@example.com,E000218,0.0218,E000218,E000218,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3369071dbd6155f3920550fb5196f1b73369071dbd6155f3920550fb5196f1b7
219,E000219,203,4,-1,5,8,37,4,8,Casey Khan,Harbor Employee 219,2020-08-07,2020-08-07,user219@example.com,E000219,0.0219,E000219,E000219,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c67802f59c05adfa8dd44dc1144dee33c67802f59c05adfa8dd44dc1144dee3
220,E000220,41,20,-1,25,6,11,2,3,Harper Diaz,Riverton Employee 220,2020-08-08,2020-08-08,user220@example.com,E000220,0.0220,E000220,E000220,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,920b337e7621535cafb6418476f3abd0920b337e7621535cafb6418476f3abd0
221,E000221,182,42,-1,52,3,26,2,5,Taylor Bennett,Forge Employee 221,2020-08-09,2020-08-09,user221@example.com,E000221,0.0221,E000221,E000221,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3797af24c4ef529daa2f4aa292a536b73797af24c4ef529daa2f4aa292a536b7
222,E000222,56,49,-1,10,5,30,1,5,Harper Martin,Cedar Employee 222,2020-08-10,2020-08-10,user222@example.com,E000222,0.0222,E000222,E000222,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,021044e6f7375c0daf852ba2a33f1971021044e6f7375c0daf852ba2a33f1971
223,E000223,257,35,-1,23,1,1,3,7,Riley Adams,Riverton Employee 223,2020-08-11,2020-08-11,user223@example.com,E000223,0.0223,E000223,E000223,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40dc33109adb53a38e8833a69df0b0fc40dc33109adb53a38e8833a69df0b0fc
224,E000224,354,73,-1,7,5,15,4,4,Alex Hughes,Harbor Employee 224,2020-08-12,2020-08-12,user224@example.com,E000224,0.0224,E000224,E000224,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2e044af35f45f3293230bbc02a92da9e2e044af35f45f3293230bbc02a92da9
225,E000225,280,17,-1,53,5,1,1,4,Morgan Patel,Meridian Employee 225,2020-08-13,2020-08-13,user225@example.com,E000225,0.0225,E000225,E000225,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f3812fe7eff5bb291df6c46b343dfdb8f3812fe7eff5bb291df6c46b343dfdb
226,E000226,146,23,-1,21,5,13,1,2,Harper Diaz,Meridian Employee 226,2020-08-14,2020-08-14,user226@example.com,E000226,0.0226,E000226,E000226,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9da4400a2f3e546b9e51ba73923398819da4400a2f3e546b9e51ba7392339881
227,E000227,449,62,-1,27,8,27,4,4,Quinn Martin,Orion Employee 227,2020-08-15,2020-08-15,user227@example.com,E000227,0.0227,E000227,E000227,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23574aba12445c6cbaaf0bcaeb05d51d23574aba12445c6cbaaf0bcaeb05d51d
228,E000228,375,4,-1,53,4,40,4,1,Riley Diaz,Delta Employee 228,2020-08-16,2020-08-16,user228@example.com,E000228,0.0228,E000228,E000228,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65952aadd29255698f4ce9048289807d65952aadd29255698f4ce9048289807d
229,E000229,212,54,-1,47,7,10,4,11,Quinn Singh,Northstar Employee 229,2020-08-17,2020-08-17,user229@example.com,E000229,0.0229,E000229,E000229,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee24b972d9295df683115a8f980ebd29ee24b972d9295df683115a8f980ebd29
230,E000230,279,33,-1,43,3,33,4,6,Jordan Singh,Orion Employee 230,2020-08-18,2020-08-18,user230@example.com,E000230,0.0230,E000230,E000230,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216fd8f533b9556980d6e2bba476507c216fd8f533b9556980d6e2bba476507c
231,E000231,137,30,-1,59,6,20,3,11,Devon Diaz,Summit Employee 231,2020-08-19,2020-08-19,user231@example.com,E000231,0.0231,E000231,E000231,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d05de364d335532dac71d1361e52f796d05de364d335532dac71d1361e52f796
232,E000232,3,38,-1,7,7,35,3,5,Emerson Reed,Harbor Employee 232,2020-08-20,2020-08-20,user232@example.com,E000232,0.0232,E000232,E000232,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26565969a6d6544e96958f4c62c2e71126565969a6d6544e96958f4c62c2e711
233,E000233,346,25,-1,16,1,3,2,7,Jordan Evans,Ion Employee 233,2020-08-21,2020-08-21,user233@example.com,E000233,0.0233,E000233,E000233,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c7967fb945e5482b430dd1cce41e8920c7967fb945e5482b430dd1cce41e892
