AssetModelKey,AssetModelCode,AssetManufacturerKey,UnitOfMeasureKey,RecordStatusKey,AssetModelName,AssetModelDescription,OwnerName,EffectiveStartDate,EffectiveEndDate,IsActive,SourceSystemKey,BatchId,LoadedAtUtc
351,AM000351,82,5,2,Forge AssetModel 351,AssetModel starter record 351,Finley Chen,2020-12-17,2021-12-17,1,1,1,2026-08-24T00:00:00.000
352,AM000352,239,1,4,Willow AssetModel 352,AssetModel starter record 352,Riley Khan,2020-12-18,2021-12-18,1,1,1,2026-08-24T00:00:00.000
353,AM000353,101,1,3,Beacon AssetModel 353,AssetModel starter record 353,Emerson Reed,2020-12-19,2021-12-19,1,1,1,2026-08-24T00:00:00.000
354,AM000354,184,7,1,Riverton AssetModel 354,AssetModel starter record 354,Devon Adams,2020-12-20,2021-12-20,1,1,1,2026-08-24T00:00:00.000
355,AM000355,34,1,4,Granite AssetModel 355,AssetModel starter record 355,Finley Chen,2020-12-21,2021-12-21,0,1,1,2026-08-24T00:00:00.000
356,AM000356,168,7,3,Ion AssetModel 356,AssetModel starter record 356,Quinn Reed,2020-12-22,2021-12-22,1,1,1,2026-08-24T00:00:00.000
357,AM000357,165,1,1,Titan AssetModel 357,AssetModel starter record 357,Devon Evans,2020-12-23,2021-12-23,1,1,1,2026-08-24T00:00:00.000
358,AM000358,300,5,3,Meridian AssetModel 358,AssetModel starter record 358,Finley Diaz,2020-12-24,2021-12-24,1,1,1,2026-08-24T00:00:00.000
359,AM000359,192,4,4,Quartz AssetModel 359,AssetModel starter record 359,Jordan Evans,2020-12-25,2021-12-25,1,1,1,2026-08-24T00:00:00.000
360,AM000360,473,6,1,Vertex AssetModel 360,AssetModel starter record 360,Riley Adams,2020-12-26,2021-12-26,0,1,1,2026-08-24T00:00:00.000
361,AM000361,486,3,3,Beacon AssetModel 361,AssetModel starter record 361,Casey Diaz,2020-12-27,2021-12-27,1,1,1,2026-08-24T00:00:00.000
362,AM000362,52,2,4,Quartz AssetModel 362,AssetModel starter record 362,Quinn Khan,2020-12-28,2021-12-28,1,1,1,2026-08-24T00:00:00.000
363,AM000363,377,1,3,Summit AssetModel 363,AssetModel starter record 363,Riley Reed,2020-12-29,2021-12-29,1,1,1,2026-08-24T00:00:00.000
364,AM000364,183,7,4,Pioneer AssetModel 364,AssetModel starter record 364,Emerson Khan,2020-12-30,2021-12-30,1,1,1,2026-08-24T00:00:00.000
365,AM000365,60,1,2,Meridian AssetModel 365,AssetModel starter record 365,Blair Chen,2020-12-31,2021-12-31,0,1,1,2026-08-24T00:00:00.000
366,AM000366,280,3,1,Granite AssetModel 366,AssetModel starter record 366,Harper Chen,2021-01-01,2022-01-01,1,1,1,2026-08-24T00:00:00.000
367,AM000367,211,5,2,Liberty AssetModel 367,AssetModel starter record 367,Casey Chen,2021-01-02,2022-01-02,1,1,1,2026-08-24T00:00:00.000
368,AM000368,264,2,3,Titan AssetModel 368,AssetModel starter record 368,Riley Diaz,2021-01-03,2022-01-03,1,1,1,2026-08-24T00:00:00.000
369,AM000369,291,5,2,Keystone AssetModel 369,AssetModel starter record 369,Quinn Adams,2021-01-04,2022-01-04,1,1,1,2026-08-24T00:00:00.000
370,AM000370,129,7,3,Unity AssetModel 370,AssetModel starter record 370,Alex Khan,2021-01-05,2022-01-05,0,1,1,2026-08-24T00:00:00.000
371,AM000371,226,6,4,Titan AssetModel 371,AssetModel starter record 371,Morgan Khan,2021-01-06,2022-01-06,1,1,1,2026-08-24T00:00:00.000
372,AM000372,333,5,2,Orion AssetModel 372,AssetModel starter record 372,Emerson Martin,2021-01-07,2022-01-07,1,1,1,2026-08-24T00:00:00.000
373,AM000373,226,4,2,Cedar AssetModel 373,AssetModel starter record 373,Taylor Khan,2021-01-08,2022-01-08,1,1,1,2026-08-24T00:00:00.000
374,AM000374,187,5,1,Liberty AssetModel 374,AssetModel starter record 374,Emerson Patel,2021-01-09,2022-01-09,1,1,1,2026-08-24T00:00:00.000
375,AM000375,264,4,1,Evergreen AssetModel 375,AssetModel starter record 375,Blair Reed,2021-01-10,2022-01-10,0,1,1,2026-08-24T00:00:00.000
376,AM000376,237,4,3,Harbor AssetModel 376,AssetModel starter record 376,Casey Evans,2021-01-11,2022-01-11,1,1,1,2026-08-24T00:00:00.000
377,AM000377,273,7,2,Meridian AssetModel 377,AssetModel starter record 377,Blair Reed,2021-01-12,2022-01-12,1,1,1,2026-08-24T00:00:00.000
378,AM000378,267,6,3,Titan AssetModel 378,AssetModel starter record 378,Alex Diaz,2021-01-13,2022-01-13,1,1,1,2026-08-24T00:00:00.000
379,AM000379,54,2,2,Orion AssetModel 379,AssetModel starter record 379,Quinn Diaz,2021-01-14,2022-01-14,1,1,1,2026-08-24T00:00:00.000
380,AM000380,62,5,1,Granite AssetModel 380,AssetModel starter record 380,Devon Patel,2021-01-15,2022-01-15,0,1,1,2026-08-24T00:00:00.000
381,AM000381,32,7,4,Summit AssetModel 381,AssetModel starter record 381,Riley Singh,2021-01-16,2022-01-16,1,1,1,2026-08-24T00:00:00.000
382,AM000382,386,6,2,Meridian AssetModel 382,AssetModel starter record 382,Riley Singh,2021-01-17,2022-01-17,1,1,1,2026-08-24T00:00:00.000
383,AM000383,134,2,1,Liberty AssetModel 383,AssetModel starter record 383,Finley Garcia,2021-01-18,2022-01-18,1,1,1,2026-08-24T00:00:00.000
384,AM000384,68,1,2,Riverton AssetModel 384,AssetModel starter record 384,Finley Martin,2021-01-19,2022-01-19,1,1,1,2026-08-24T00:00:00.000
385,AM000385,81,3,2,Zenith AssetModel 385,AssetModel starter record 385,Harper Evans,2021-01-20,2022-01-20,0,1,1,2026-08-24T00:00:00.000
386,AM000386,158,3,4,Forge AssetModel 386,AssetModel starter record 386,Morgan Reed,2021-01-21,2022-01-21,1,1,1,2026-08-24T00:00:00.000
387,AM000387,297,6,1,Titan AssetModel 387,AssetModel starter record 387,Devon Singh,2021-01-22,2022-01-22,1,1,1,2026-08-24T00:00:00.000
388,AM000388,434,7,1,Harbor AssetModel 388,AssetModel starter record 388,Morgan Reed,2021-01-23,2022-01-23,1,1,1,2026-08-24T00:00:00.000
389,AM000389,279,6,4,Riverton AssetModel 389,AssetModel starter record 389,Jordan Reed,2021-01-24,2022-01-24,1,1,1,2026-08-24T00:00:00.000
390,AM000390,114,3,4,Harbor AssetModel 390,AssetModel starter record 390,Devon Hughes,2021-01-25,2022-01-25,0,1,1,2026-08-24T00:00:00.000
391,AM000391,495,6,4,Willow AssetModel 391,AssetModel starter record 391,Casey Evans,2021-01-26,2022-01-26,1,1,1,2026-08-24T00:00:00.000
392,AM000392,116,7,1,Summit AssetModel 392,AssetModel starter record 392,Alex Evans,2021-01-27,2022-01-27,1,1,1,2026-08-24T00:00:00.000
393,AM000393,386,1,2,Titan AssetModel 393,AssetModel starter record 393,Devon Chen,2021-01-28,2022-01-28,1,1,1,2026-08-24T00:00:00.000
394,AM000394,160,6,2,Atlas AssetModel 394,AssetModel starter record 394,Riley Adams,2021-01-29,2022-01-29,1,1,1,2026-08-24T00:00:00.000
395,AM000395,168,3,2,Forge AssetModel 395,AssetModel starter record 395,Quinn Evans,2021-01-30,2022-01-30,0,1,1,2026-08-24T00:00:00.000
396,AM000396,334,2,1,Granite AssetModel 396,AssetModel starter record 396,Emerson Khan,2021-01-31,2022-01-31,1,1,1,2026-08-24T00:00:00.000
397,AM000397,430,7,3,Evergreen AssetModel 397,AssetModel starter record 397,Alex Patel,2021-02-01,2022-02-01,1,1,1,2026-08-24T00:00:00.000
398,AM000398,236,1,2,Titan AssetModel 398,AssetModel starter record 398,Blair Diaz,2021-02-02,2022-02-02,1,1,1,2026-08-24T00:00:00.000
399,AM000399,276,5,2,Northstar AssetModel 399,AssetModel starter record 399,Taylor Khan,2021-02-03,2022-02-03,1,1,1,2026-08-24T00:00:00.000
400,AM000400,190,7,2,Keystone AssetModel 400,AssetModel starter record 400,Finley Bennett,2021-02-04,2022-02-04,0,1,1,2026-08-24T00:00:00.000
401,AM000401,253,6,1,Keystone AssetModel 401,AssetModel starter record 401,Quinn Patel,2021-02-05,2022-02-05,1,1,1,2026-08-24T00:00:00.000
402,AM000402,357,6,4,Junction AssetModel 402,AssetModel starter record 402,Blair Singh,2021-02-06,2022-02-06,1,1,1,2026-08-24T00:00:00.000
403,AM000403,272,5,3,Keystone AssetModel 403,AssetModel starter record 403,Emerson Martin,2021-02-07,2022-02-07,1,1,1,2026-08-24T00:00:00.000
404,AM000404,12,1,2,Orion AssetModel 404,AssetModel starter record 404,Alex Bennett,2021-02-08,2022-02-08,1,1,1,2026-08-24T00:00:00.000
405,AM000405,475,1,4,Vertex AssetModel 405,AssetModel starter record 405,Harper Bennett,2021-02-09,2022-02-09,0,1,1,2026-08-24T00:00:00.000
406,AM000406,319,5,1,Unity AssetModel 406,AssetModel starter record 406,Casey Khan,2021-02-10,2022-02-10,1,1,1,2026-08-24T00:00:00.000
407,AM000407,202,4,3,Meridian AssetModel 407,AssetModel starter record 407,Alex Evans,2021-02-11,2022-02-11,1,1,1,2026-08-24T00:00:00.000
408,AM000408,308,6,3,Cedar AssetModel 408,AssetModel starter record 408,Alex Reed,2021-02-12,2022-02-12,1,1,1,2026-08-24T00:00:00.000
409,AM000409,380,4,4,Harbor AssetModel 409,AssetModel starter record 409,Casey Martin,2021-02-13,2022-02-13,1,1,1,2026-08-24T00:00:00.000
410,AM000410,354,7,3,Atlas AssetModel 410,AssetModel starter record 410,Riley Evans,2021-02-14,2022-02-14,0,1,1,2026-08-24T00:00:00.000
411,AM000411,58,5,1,Meridian AssetModel 411,AssetModel starter record 411,Blair Diaz,2021-02-15,2022-02-15,1,1,1,2026-08-24T00:00:00.000
412,AM000412,489,2,3,Granite AssetModel 412,AssetModel starter record 412,Quinn Bennett,2021-02-16,2022-02-16,1,1,1,2026-08-24T00:00:00.000
413,AM000413,44,3,4,Harbor AssetModel 413,AssetModel starter record 413,Taylor Bennett,2021-02-17,2022-02-17,1,1,1,2026-08-24T00:00:00.000
414,AM000414,109,7,4,Keystone AssetModel 414,AssetModel starter record 414,Riley Garcia,2021-02-18,2022-02-18,1,1,1,2026-08-24T00:00:00.000
415,AM000415,266,6,1,Liberty AssetModel 415,AssetModel starter record 415,Quinn Patel,2021-02-19,2022-02-19,0,1,1,2026-08-24T00:00:00.000
416,AM000416,208,5,1,Summit AssetModel 416,AssetModel starter record 416,Quinn Reed,2021-02-20,2022-02-20,1,1,1,2026-08-24T00:00:00.000
417,AM000417,382,3,4,Riverton AssetModel 417,AssetModel starter record 417,Morgan Reed,2021-02-21,2022-02-21,1,1,1,2026-08-24T00:00:00.000
418,AM000418,341,1,2,Liberty AssetModel 418,AssetModel starter record 418,Quinn Hughes,2021-02-22,2022-02-22,1,1,1,2026-08-24T00:00:00.000
419,AM000419,59,4,2,Unity AssetModel 419,AssetModel starter record 419,Morgan Singh,2021-02-23,2022-02-23,1,1,1,2026-08-24T00:00:00.000
420,AM000420,57,1,4,Granite AssetModel 420,AssetModel starter record 420,Harper Singh,2021-02-24,2022-02-24,0,1,1,2026-08-24T00:00:00.000
421,AM000421,62,7,2,Cedar AssetModel 421,AssetModel starter record 421,Alex Martin,2021-02-25,2022-02-25,1,1,1,2026-08-24T00:00:00.000
422,AM000422,238,2,2,Unity AssetModel 422,AssetModel starter record 422,Devon Adams,2021-02-26,2022-02-26,1,1,1,2026-08-24T00:00:00.000
423,AM000423,393,3,4,Evergreen AssetModel 423,AssetModel starter record 423,Emerson Garcia,2021-02-27,2022-02-27,1,1,1,2026-08-24T00:00:00.000
424,AM000424,159,5,3,Zenith AssetModel 424,AssetModel starter record 424,Morgan Evans,2021-02-28,2022-02-28,1,1,1,2026-08-24T00:00:00.000
425,AM000425,66,6,2,Meridian AssetModel 425,AssetModel starter record 425,Harper Adams,2021-03-01,2022-03-01,0,1,1,2026-08-24T00:00:00.000
426,AM000426,412,3,2,Delta AssetModel 426,AssetModel starter record 426,Finley Patel,2021-03-02,2022-03-02,1,1,1,2026-08-24T00:00:00.000
427,AM000427,107,4,2,Meridian AssetModel 427,AssetModel starter record 427,Taylor Martin,2021-03-03,2022-03-03,1,1,1,2026-08-24T00:00:00.000
428,AM000428,421,7,1,Summit AssetModel 428,AssetModel starter record 428,Riley Hughes,2021-03-04,2022-03-04,1,1,1,2026-08-24T00:00:00.000
429,AM000429,373,3,4,Delta AssetModel 429,AssetModel starter record 429,Quinn Martin,2021-03-05,2022-03-05,1,1,1,2026-08-24T00:00:00.000
430,AM000430,427,7,2,Summit AssetModel 430,AssetModel starter record 430,Blair Diaz,2021-03-06,2022-03-06,0,1,1,2026-08-24T00:00:00.000
431,AM000431,72,2,4,Delta AssetModel 431,AssetModel starter record 431,Riley Garcia,2021-03-07,2022-03-07,1,1,1,2026-08-24T00:00:00.000
432,AM000432,218,5,2,Quartz AssetModel 432,AssetModel starter record 432,Harper Bennett,2021-03-08,2022-03-08,1,1,1,2026-08-24T00:00:00.000
433,AM000433,330,7,4,Pioneer AssetModel 433,AssetModel starter record 433,Finley Adams,2021-03-09,2022-03-09,1,1,1,2026-08-24T00:00:00.000
434,AM000434,149,4,3,Pioneer AssetModel 434,AssetModel starter record 434,Quinn Hughes,2021-03-10,2022-03-10,1,1,1,2026-08-24T00:00:00.000
435,AM000435,323,4,1,Zenith AssetModel 435,AssetModel starter record 435,Finley Khan,2021-03-11,2022-03-11,0,1,1,2026-08-24T00:00:00.000
436,AM000436,230,2,3,Liberty AssetModel 436,AssetModel starter record 436,Quinn Singh,2021-03-12,2022-03-12,1,1,1,2026-08-24T00:00:00.000
437,AM000437,55,1,4,Evergreen AssetModel 437,AssetModel starter record 437,Devon Singh,2021-03-13,2022-03-13,1,1,1,2026-08-24T00:00:00.000
438,AM000438,390,4,2,Junction AssetModel 438,AssetModel starter record 438,Finley Reed,2021-03-14,2022-03-14,1,1,1,2026-08-24T00:00:00.000
439,AM000439,42,3,2,Orion AssetModel 439,AssetModel starter record 439,Harper Chen,2021-03-15,2022-03-15,1,1,1,2026-08-24T00:00:00.000
440,AM000440,190,7,1,Junction AssetModel 440,AssetModel starter record 440,Riley Hughes,2021-03-16,2022-03-16,0,1,1,2026-08-24T00:00:00.000
441,AM000441,327,3,2,Cedar AssetModel 441,AssetModel starter record 441,Casey Martin,2021-03-17,2022-03-17,1,1,1,2026-08-24T00:00:00.000
442,AM000442,268,7,3,Willow AssetModel 442,AssetModel starter record 442,Emerson Bennett,2021-03-18,2022-03-18,1,1,1,2026-08-24T00:00:00.000
443,AM000443,277,2,4,Keystone AssetModel 443,AssetModel starter record 443,Blair Evans,2021-03-19,2022-03-19,1,1,1,2026-08-24T00:00:00.000
444,AM000444,144,1,2,Meridian AssetModel 444,AssetModel starter record 444,Finley Bennett,2021-03-20,2022-03-20,1,1,1,2026-08-24T00:00:00.000
445,AM000445,269,7,2,Orion AssetModel 445,AssetModel starter record 445,Jordan Adams,2021-03-21,2022-03-21,0,1,1,2026-08-24T00:00:00.000
446,AM000446,462,7,3,Granite AssetModel 446,AssetModel starter record 446,Blair Garcia,2021-03-22,2022-03-22,1,1,1,2026-08-24T00:00:00.000
447,AM000447,76,7,4,Cedar AssetModel 447,AssetModel starter record 447,Blair Bennett,2021-03-23,2022-03-23,1,1,1,2026-08-24T00:00:00.000
448,AM000448,90,5,3,Forge AssetModel 448,AssetModel starter record 448,Blair Martin,2021-03-24,2022-03-24,1,1,1,2026-08-24T00:00:00.000
449,AM000449,39,2,2,Beacon AssetModel 449,AssetModel starter record 449,Taylor Diaz,2021-03-25,2022-03-25,1,1,1,2026-08-24T00:00:00.000
450,AM000450,482,5,3,Summit AssetModel 450,AssetModel starter record 450,Taylor Evans,2021-03-26,2022-03-26,0,1,1,2026-08-24T00:00:00.000
451,AM000451,333,1,2,Liberty AssetModel 451,AssetModel starter record 451,Blair Singh,2021-03-27,2022-03-27,1,1,1,2026-08-24T00:00:00.000
452,AM000452,459,1,1,Zenith AssetModel 452,AssetModel starter record 452,Jordan Evans,2021-03-28,2022-03-28,1,1,1,2026-08-24T00:00:00.000
453,AM000453,150,6,4,Forge AssetModel 453,AssetModel starter record 453,Finley Martin,2021-03-29,2022-03-29,1,1,1,2026-08-24T00:00:00.000
454,AM000454,89,4,4,Ion AssetModel 454,AssetModel starter record 454,Morgan Patel,2021-03-30,2022-03-30,1,1,1,2026-08-24T00:00:00.000
455,AM000455,260,6,2,Beacon AssetModel 455,AssetModel starter record 455,Finley Bennett,2021-03-31,2022-03-31,0,1,1,2026-08-24T00:00:00.000
456,AM000456,67,4,3,Granite AssetModel 456,AssetModel starter record 456,Blair Evans,2021-04-01,2022-04-01,1,1,1,2026-08-24T00:00:00.000
457,AM000457,107,2,3,Willow AssetModel 457,AssetModel starter record 457,Casey Diaz,2021-04-02,2022-04-02,1,1,1,2026-08-24T00:00:00.000
458,AM000458,325,5,4,Granite AssetModel 458,AssetModel starter record 458,Morgan Hughes,2021-04-03,2022-04-03,1,1,1,2026-08-24T00:00:00.000
459,AM000459,57,4,4,Orion AssetModel 459,AssetModel starter record 459,Finley Hughes,2021-04-04,2022-04-04,1,1,1,2026-08-24T00:00:00.000
460,AM000460,69,7,1,Meridian AssetModel 460,AssetModel starter record 460,Riley Patel,2021-04-05,2022-04-05,0,1,1,2026-08-24T00:00:00.000
461,AM000461,48,7,3,Vertex AssetModel 461,AssetModel starter record 461,Emerson Adams,2021-04-06,2022-04-06,1,1,1,2026-08-24T00:00:00.000
462,AM000462,31,2,1,Beacon AssetModel 462,AssetModel starter record 462,Jordan Garcia,2021-04-07,2022-04-07,1,1,1,2026-08-24T00:00:00.000
463,AM000463,407,7,3,Cedar AssetModel 463,AssetModel starter record 463,Taylor Martin,2021-04-08,2022-04-08,1,1,1,2026-08-24T00:00:00.000
464,AM000464,214,1,4,Willow AssetModel 464,AssetModel starter record 464,Quinn Garcia,2021-04-09,2022-04-09,1,1,1,2026-08-24T00:00:00.000
465,AM000465,135,4,1,Harbor AssetModel 465,AssetModel starter record 465,Devon Garcia,2021-04-10,2022-04-10,0,1,1,2026-08-24T00:00:00.000
466,AM000466,304,2,3,Granite AssetModel 466,AssetModel starter record 466,Casey Chen,2021-04-11,2022-04-11,1,1,1,2026-08-24T00:00:00.000
467,AM000467,41,5,1,Atlas AssetModel 467,AssetModel starter record 467,Harper Singh,2021-04-12,2022-04-12,1,1,1,2026-08-24T00:00:00.000
468,AM000468,4,5,4,Quartz AssetModel 468,AssetModel starter record 468,Emerson Reed,2021-04-13,2022-04-13,1,1,1,2026-08-24T00:00:00.000
469,AM000469,234,7,1,Riverton AssetModel 469,AssetModel starter record 469,Harper Hughes,2021-04-14,2022-04-14,1,1,1,2026-08-24T00:00:00.000
470,AM000470,228,6,1,Forge AssetModel 470,AssetModel starter record 470,Quinn Singh,2021-04-15,2022-04-15,0,1,1,2026-08-24T00:00:00.000
471,AM000471,405,4,2,Forge AssetModel 471,AssetModel starter record 471,Harper Hughes,2021-04-16,2022-04-16,1,1,1,2026-08-24T00:00:00.000
472,AM000472,206,6,2,Evergreen AssetModel 472,AssetModel starter record 472,Alex Martin,2021-04-17,2022-04-17,1,1,1,2026-08-24T00:00:00.000
473,AM000473,83,3,1,Cedar AssetModel 473,AssetModel starter record 473,Finley Diaz,2021-04-18,2022-04-18,1,1,1,2026-08-24T00:00:00.000
474,AM000474,301,5,1,Beacon AssetModel 474,AssetModel starter record 474,Riley Khan,2021-04-19,2022-04-19,1,1,1,2026-08-24T00:00:00.000
475,AM000475,293,5,2,Unity AssetModel 475,AssetModel starter record 475,Harper Reed,2021-04-20,2022-04-20,0,1,1,2026-08-24T00:00:00.000
476,AM000476,107,5,3,Forge AssetModel 476,AssetModel starter record 476,Emerson Chen,2021-04-21,2022-04-21,1,1,1,2026-08-24T00:00:00.000
477,AM000477,418,6,3,Ion AssetModel 477,AssetModel starter record 477,Blair Martin,2021-04-22,2022-04-22,1,1,1,2026-08-24T00:00:00.000
478,AM000478,165,6,3,Unity AssetModel 478,AssetModel starter record 478,Devon Reed,2021-04-23,2022-04-23,1,1,1,2026-08-24T00:00:00.000
479,AM000479,252,4,3,Orion AssetModel 479,AssetModel starter record 479,Riley Chen,2021-04-24,2022-04-24,1,1,1,2026-08-24T00:00:00.000
480,AM000480,168,4,3,Titan AssetModel 480,AssetModel starter record 480,Jordan Singh,2021-04-25,2022-04-25,0,1,1,2026-08-24T00:00:00.000
481,AM000481,61,5,2,Beacon AssetModel 481,AssetModel starter record 481,Alex Hughes,2021-04-26,2022-04-26,1,1,1,2026-08-24T00:00:00.000
482,AM000482,463,1,1,Unity AssetModel 482,AssetModel starter record 482,Riley Martin,2021-04-27,2022-04-27,1,1,1,2026-08-24T00:00:00.000
483,AM000483,442,3,2,Meridian AssetModel 483,AssetModel starter record 483,Taylor Diaz,2021-04-28,2022-04-28,1,1,1,2026-08-24T00:00:00.000
484,AM000484,9,4,3,Delta AssetModel 484,AssetModel starter record 484,Jordan Bennett,2021-04-29,2022-04-29,1,1,1,2026-08-24T00:00:00.000
485,AM000485,448,3,2,Junction AssetModel 485,AssetModel starter record 485,Taylor Khan,2021-04-30,2022-04-30,0,1,1,2026-08-24T00:00:00.000
486,AM000486,301,5,3,Riverton AssetModel 486,AssetModel starter record 486,Casey Bennett,2021-05-01,2022-05-01,1,1,1,2026-08-24T00:00:00.000
487,AM000487,495,3,3,Meridian AssetModel 487,AssetModel starter record 487,Emerson Reed,2021-05-02,2022-05-02,1,1,1,2026-08-24T00:00:00.000
488,AM000488,42,7,3,Northstar AssetModel 488,AssetModel starter record 488,Casey Hughes,2021-05-03,2022-05-03,1,1,1,2026-08-24T00:00:00.000
489,AM000489,255,5,2,Atlas AssetModel 489,AssetModel starter record 489,Quinn Adams,2021-05-04,2022-05-04,1,1,1,2026-08-24T00:00:00.000
490,AM000490,309,2,4,Keystone AssetModel 490,AssetModel starter record 490,Morgan Bennett,2021-05-05,2022-05-05,0,1,1,2026-08-24T00:00:00.000
491,AM000491,192,1,3,Harbor AssetModel 491,AssetModel starter record 491,Taylor Adams,2021-05-06,2022-05-06,1,1,1,2026-08-24T00:00:00.000
492,AM000492,31,4,4,Summit AssetModel 492,AssetModel starter record 492,Harper Hughes,2021-05-07,2022-05-07,1,1,1,2026-08-24T00:00:00.000
493,AM000493,183,4,2,Quartz AssetModel 493,AssetModel starter record 493,Devon Bennett,2021-05-08,2022-05-08,1,1,1,2026-08-24T00:00:00.000
494,AM000494,106,2,4,Meridian AssetModel 494,AssetModel starter record 494,Morgan Garcia,2021-05-09,2022-05-09,1,1,1,2026-08-24T00:00:00.000
495,AM000495,172,2,3,Liberty AssetModel 495,AssetModel starter record 495,Harper Evans,2021-05-10,2022-05-10,0,1,1,2026-08-24T00:00:00.000
496,AM000496,297,4,3,Willow AssetModel 496,AssetModel starter record 496,Casey Khan,2021-05-11,2022-05-11,1,1,1,2026-08-24T00:00:00.000
497,AM000497,498,3,1,Northstar AssetModel 497,AssetModel starter record 497,Blair Singh,2021-05-12,2022-05-12,1,1,1,2026-08-24T00:00:00.000
498,AM000498,443,1,1,Riverton AssetModel 498,AssetModel starter record 498,Morgan Evans,2021-05-13,2022-05-13,1,1,1,2026-08-24T00:00:00.000
499,AM000499,462,4,2,Zenith AssetModel 499,AssetModel starter record 499,Quinn Hughes,2021-05-14,2022-05-14,1,1,1,2026-08-24T00:00:00.000
500,AM000500,451,4,4,Beacon AssetModel 500,AssetModel starter record 500,Harper Chen,2021-05-15,2022-05-15,0,1,1,2026-08-24T00:00:00.000
